fecha_publicacion_ta;c1;c2;;enlace_infocomplementaria;;;;;;;enlace_tramites
14-09-2022;;;;http://www.muniarauco.cl/tpma/informacion/tramites/Tramites_dideco2020/Pensionbasica_solidariavejez.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;http://www.muniarauco.cl/tpma/informacion/tramites/Tramites_dideco2020/RegistroSocial.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;http://www.muniarauco.cl/tpma/informacion/tramites/Tramites_dideco2020/Subsidiodeagua.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;http://www.muniarauco.cl/tpma/informacion/tramites/Tramites_dideco2020/Subsidio_Discapacidadmental.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;http://www.muniarauco.cl/tpma/informacion/tramites/Tramites_dideco2020/Subsidiofamiliar.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://www.portaltransparencia.cl/PortalPdT/documents/10179/62801/BECASDERESIDENCIA_2020.pdf/d5915bf3-55d9-48ce-ba86-e187b713977e target=_blankenlace/a;;;;;;;http://www.junaeb.cl/ target=_blankwww.junaeb.cl/a
14-09-2022;;;;https://fonasaweb.fonasa.cl/portal_fonasa/site/artic/20140621/pags/20140621214701.html target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://fonasaweb.fonasa.cl/portal_fonasa/site/artic/20140621/pags/20140621214701.html target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://www.chileatiende.gob.cl/fichas/3265-anulacion-administrativa-de-giros-y-otros-documentos target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://www.chileatiende.gob.cl/fichas/3265-anulacion-administrativa-de-giros-y-otros-documentos target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://transparencia.puertoaysen.cl/pdf/Actos_y_Resoluciones/con_efectos_sobre_terceros/Ordenanzas/2012-4050.pdf target=_blankEnlace/a;;;;;;;https://www.puertoaysen.cl/contacto/simplificacion-de-tramites-oirs/solicitud-cine-municipal/ target=_blankEnlace/a
14-09-2022;;;;http://transparencia.puertoaysen.cl/pdf/Actos_y_Resoluciones/con_efectos_sobre_terceros/Reglamentos/2010-0001.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://www.chileatiende.gob.cl/fichas/ver/2710 target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;http://www.leychile.cl/Navegar?idNorma=18967&r=1 target=_blankEnlace/a;;;;;;;https://www.puertoaysen.cl/?page_id=6176 target=_blankEnlace/a
14-09-2022;;;;http://www.leychile.cl/Navegar?idNorma=18967&r=1 target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://transparencia.puertoaysen.cl/pdf/Actos_y_Resoluciones/con_efectos_sobre_terceros/Ordenanzas/2012-4050.pdf target=_blankEnlace/a;;;;;;;https://www.puertoaysen.cl/contacto/simplificacion-de-tramites-oirs/solicitud-de-factibilidad-alcantarillado-particular/ target=_blankEnlace/a
14-09-2022;;;;http://transparencia.puertoaysen.cl/pdf/Actos_y_Resoluciones/con_efectos_sobre_terceros/Ordenanzas/2012-4050.pdf target=_blankEnlace/a;;;;;;;https://www.puertoaysen.cl/?page_id=6179 target=_blankEnlace/a
14-09-2022;;;;https://transparencia.puertoaysen.cl/pdf/Actos_y_Resoluciones/con_efectos_sobre_terceros/Ordenanzas/2012-4050.pdf target=_blankEnlace/a;;;;;;;https://www.puertoaysen.cl/contacto/simplificacion-de-tramites-oirs/solicita-informe-de-destino-a-obras/ target=_blankEnlace/a
14-09-2022;;;;http://transparencia.puertoaysen.cl/pdf/Actos_y_Resoluciones/con_efectos_sobre_terceros/Ordenanzas/2012-4050.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;http://transparencia.puertoaysen.cl/pdf/Actos_y_Resoluciones/con_efectos_sobre_terceros/Ordenanzas/2012-4050.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://transparencia.puertoaysen.cl/pdf/Actos_y_Resoluciones/con_efectos_sobre_terceros/Ordenanzas/2012-4050.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://www.chileatiende.gob.cl/fichas/51314-subsidio-al-pago-de-consumo-de-agua-potable-y-servicio-de-alcantarillado target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://www.leychile.cl/Navegar?idNorma=29708 target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://www.registros19862.cl/ target=_blankEnlace/a;;;;;;;https://www.registros19862.cl/registrese target=_blankEnlace/a
14-09-2022;;;;https://www.portaltransparencia.cl/PortalPdT/documents/10179/62801/2019-4080+-+fija+tarifa+a+derecho++de+aseo.pdf/53c2e803-7c87-4d4d-91db-f35103ca64fd target=_blankEnlace/a;;;;;;;https://www.sem.gob.cl/pago/buscar.php?pago_id=4&inst_id=69240100&setiframe=0 target=_blankEnlace/a
14-09-2022;;;;http://www.leychile.cl/Navegar?idNorma=18967&r=1 target=_blankEnlace/a;;;;;;;https://www.sem.gob.cl/pago/buscar.php target=_blankEnlace/a
14-09-2022;;;;http://www.leychile.cl/Navegar?idNorma=18967&r=1 target=_blankEnlace/a;;;;;;;https://www.sem.gob.cl/pago/buscar.php target=_blankEnlace/a
14-09-2022;;;;http://www.leychile.cl/Navegar?idNorma=18967&r=1 target=_blankEnlace/a;;;;;;;https://www.sem.gob.cl/pago/buscar.php target=_blankEnlace/a
14-09-2022;;;;http://www.leychile.cl/Navegar?idNorma=18967&r=1 (Art 23 y 32) target=_blankEnlace/a;;;;;;;https://www.sem.gob.cl/pago/buscar.php target=_blankEnlace/a
14-09-2022;;;;http://www.chileatiende.cl/fichas/ver/5270 target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://www.sem.gob.cl/pcirc/index.php?pago_id=16&inst_id=69240100&setiframe=0 target=_blankEnlace/a;;;;;;;https://www.sem.gob.cl/pago/buscar.php target=_blankEnlace/a
14-09-2022;;;;https://www.chileatiende.gob.cl/fichas/12255-programa-4-a-7 target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://www.chileatiende.gob.cl/fichas/12885-programa-mujeres-jefas-de-hogar target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;http://www.registrosocial.gob.cl/ target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://www.afc.cl/descripcion-del-seguro/ target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://www.chileatiende.gob.cl/fichas/ver/4446 target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;http://transparencia.puertoaysen.cl/wp-content/uploads/2015/07/pdf-solicitud-de-acceso-a-informacion-publica-formulario-descargable-20150713.pdf target=_blankEnlace/a;;;;;;;http://transparencia.puertoaysen.cl/solicitudinformacion/ target=_blankEnlace/a
14-09-2022;;;;http://www.leychile.cl/Navegar?idNorma=29448 target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;http://transparencia.puertoaysen.cl/pdf/Actos_y_Resoluciones/con_efectos_sobre_terceros/Reglamentos/2014-1705.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://transparencia.puertoaysen.cl/pdf/Actos_y_Resoluciones/con_efectos_sobre_terceros/Ordenanzas/2012-4050.pdf target=_blankEnlace/a;;;;;;;https://www.puertoaysen.cl/contacto/simplificacion-de-tramites-oirs/solicitud-venta-ambulante-en-cementerio-municipal/ target=_blankEnlace/a
14-09-2022;;;;https://transparencia.puertoaysen.cl/pdf/Actos_y_Resoluciones/con_efectos_sobre_terceros/Ordenanzas/2012-4050.pdf target=_blankEnlace/a;;;;;;;https://www.puertoaysen.cl/contacto/simplificacion-de-tramites-oirs/productos-horticolas-de-la-zona/ target=_blankEnlace/a
14-09-2022;;;;https://www.sem.gob.cl/pago/buscar.php target=_blankEnlace/a;;;;;;;https://www.sem.gob.cl/pago/buscar.php target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://www.crececontigo.gob.cl/faqs/como-postular-al-subsidio-unico-familiar-suf/ target=_blankEnlace/a
14-09-2022;;;;http://www.siss.gob.cl/577/w3-propertyvalue-3556.html target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;https://rsh.ministeriodesarrollosocial.gob.cl/portada target=_blankEnlace/a
14-09-2022;;;;https://buin.cl/catalogo/D3215.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3215.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3215.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3215.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3215.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3215.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3215.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3215.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3215.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3215.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3215.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3215.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;https://buin.cl/catalogo/D3214.pdf target=_blankEnlace/a;;;;;;;http://www.buin.cl/ target=_blankwww.buin.cl/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-desarrollo-comunitario/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-desarrollo-comunitario/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-desarrollo-comunitario/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-desarrollo-comunitario/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-desarrollo-comunitario/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-desarrollo-comunitario/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-desarrollo-comunitario/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-desarrollo-comunitario/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-transito-y-transporte-publico/ target=_blankEnlace/a
14-09-2022;;;;https://www.bcn.cl/leychile/navegar?idNorma=276363 target=_blankEnlace/a;;;;;;;https://www.portaltransparencia.cl/PortalPdT/ingreso-sai-v2?idOrg=474 target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;No tiene
14-09-2022;;;;http://imb.cl/wp-content/uploads/2018/08/solicitud-individual.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;http://imb.cl//wp-content/uploads/2018/07/solicitud-certificados-varios.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://transparencia.imb.cl/rep/normativas_y_procedimientos/2016/municipal/14/12/Scan0128.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;http://transparencia.imb.cl/rep/normativas_y_procedimientos/2016/municipal/14/12/Scan0128.pdf target=_blankEnlace/a;;;;;;;http://imb.cl//wp-content/uploads/2018/07/solicitud-certificados-varios.pdf target=_blankEnlace/a
14-09-2022;;;;http://transparencia.imb.cl/rep/normativas_y_procedimientos/2016/municipal/14/12/Scan0128.pdf target=_blankEnlace/a;;;;;;;http://imb.cl//wp-content/uploads/2018/07/solicitud-certificados-varios.pdf target=_blankEnlace/a
14-09-2022;;;;http://transparencia.imb.cl/rep/normativas_y_procedimientos/2016/municipal/14/12/Scan0128.pdf target=_blankEnlace/a;;;;;;;http://imb.cl//wp-content/uploads/2018/07/solicitud-certificados-varios.pdf target=_blankEnlace/a
14-09-2022;;;;http://transparencia.imb.cl/rep/normativas_y_procedimientos/2016/municipal/14/12/Scan0128.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;http://imb.cl//wp-content/uploads/2018/07/solicitud-certificados-varios.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;http://imb.cl//wp-content/uploads/2018/07/solicitud-certificados-varios.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;http://imb.cl//wp-content/uploads/2018/07/solicitud-certificados-varios.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;http://imb.cl//wp-content/uploads/2018/07/solicitud-certificados-varios.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;http://imb.cl//wp-content/uploads/2018/07/solicitud-certificados-varios.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/elementos-tecnicos/formularios/formularios-de-permisos-de-instalacion-de-torres-soporte-de-antenas/ target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/elementos-tecnicos/formularios/ target=_blankEnlace/a
14-09-2022;;;;http://transparencia.imb.cl/rep/normativas_y_procedimientos/2016/municipal/14/12/Scan0128.pdf target=_blankEnlace/a;;;;;;;http://imb.cl//wp-content/uploads/2018/07/solicitud-certificados-varios.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/wp-content/uploads/2019/06/5.5-C.N.pdf target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/elementos-tecnicos/formularios/ target=_blankEnlace/a
14-09-2022;;;;http://imb.cl/direccion-de-obras/ target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/elementos-tecnicos/formularios/ target=_blankEnlace/a
14-09-2022;;;;http://transparencia.imb.cl/rep/normativas_y_procedimientos/2016/municipal/14/12/Scan0128.pdf target=_blankEnlace/a;;;;;;;No tiene
14-09-2022;;;;http://transparencia.imb.cl/rep/normativas_y_procedimientos/2016/municipal/14/12/Scan0128.pdf https://www.minvu.gob.cl/wp-content/uploads/2019/05/OGUC-Marzo-2021-D.S.-N%C2%B08-D.O.-29-03-2021.pdf target=_blankEnlace/a;;;;;;;https://www.minvu.gob.cl/elementos-tecnicos/formularios/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-desarrollo-comunitario/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-desarrollo-comunitario/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-desarrollo-comunitario/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-desarrollo-comunitario/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-desarrollo-comunitario/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-desarrollo-comunitario/ target=_blankEnlace/a
14-09-2022;;;;Sin informacion;;;;;;;http://imb.cl/direccion-de-desarrollo-comunitario/ target=_blankEnlace/a
