organismo_codigo;fecha_publicacion;anyo;mes;fecha;activado;descripcion
MU097;2021-11-15;2016;Junio;2016-07-01;SI;PASIVOS DEL DEPARTAMENTO DE EDUCACION DE JUNIO
MU097;2021-11-15;2016;Mayo;2016-05-31;SI;PASIVOS DEL DEPARTAMENTO DE EDUCACION MES DE MAYO
MU097;2021-11-15;2016;Marzo;2016-03-30;SI;PASIVOS DEL DEPARTAMENTO DE EDUCACION DURANTE EL PRIMER TRIMESTRE
MU097;2021-11-15;2016;Diciembre;2016-12-01;SI;PASIVOS DE LA ILUSTRE MUNICIPALIDAD DE GALVARINO
MU097;2021-11-15;2016;Noviembre;2016-11-01;SI;PASIVOS DE LA ILUSTRE MUNICIPALIDAD DE GALVARINO
MU097;2021-11-15;2016;Octubre;2016-10-01;SI;PASIVOS DE LA ILUSTRE MUNICIPALIDAD DE GALVARINO
MU097;2021-11-15;2016;Septiembre;2016-09-01;SI;PASIVOS DE LA ILUSTRE MUNICIPALIDAD DE GALVARINO
MU097;2021-11-15;2016;Agosto;2016-08-01;SI;PASIVOS DE LA ILUSTRE MUNICIPALIDAD DE GALVARINO
MU097;2021-11-15;2016;Julio;2016-07-01;SI;PASIVOS DE LA ILUSTRE MUNICIPALIDAD DE GALVARINO
MU097;2021-11-15;2016;Junio;2016-06-01;SI;PASIVOS DE LA ILUSTRE MUNICIPALIDAD DE GALVARINO.
MU097;2021-11-15;2016;Mayo;2016-05-31;SI;PASIVOS DE LA ILUSTRE MUNICIPALIDAD DE GALVARINO.
MU097;2021-11-15;2016;Marzo;2016-03-30;SI;PASIVOS DE LA ILUSTRE MUNICIPALIDAD DE GALVARINO.PRIMER TRIMESTRE
MU097;2021-11-15;2016;Diciembre;2016-11-01;SI;PASIVOS DEL DEPARTAMENTO DE SALUD AL MES DE NOVIEMBRE
MU097;2021-11-15;2016;Noviembre;2016-11-01;SI;PASIVOS DEL DEPARTAMENTO DE SALUD AL MES DE NOVIEMBRE
MU097;2021-11-15;2016;Octubre;2016-10-01;SI;PASIVOS DEL DEPARTAMENTO DE SALUD AL MES DE OCTUBRE
MU097;2021-11-15;2016;Septiembre;2016-08-01;SI;PASIVOS DEL DEPARTAMENTO DE SALUD AL MES DE SEPTIEMBRE
MU097;2021-11-15;2016;Agosto;2016-08-01;SI;PASIVOS DEL DEPARTAMENTO DE SALUD DURANTE EL MES DE AGOSTO
MU097;2021-11-15;2016;Julio;2016-07-01;SI;PASIVOS DEL DEPARTAMENTO DE SALUD DURANTE EL MES DE JULIO
MU097;2021-11-15;2016;Junio;2016-06-01;SI;PASIVOS DEL DEPARTAMENTO DE SALUD DURANTE EL MES DE JUNIO
MU097;2021-11-15;2016;Mayo;2016-05-31;SI;PASIVOS DEL DEPARTAMENTO DE SALUD DURANTE EL MES DE MAYO
MU097;2021-11-15;2016;Febrero;2016-02-01;SI;PASIVOS DEL DEPARTAMENTO DE SALUDDURANTE EL MES DE FEBRERO
MU097;2021-11-15;2016;Enero;2016-01-01;SI;PASIVOS DEL DEPARTAMENTO DE SALUD DURANTE EL MES DE ENERO
MU098;2021-11-13;2021;Octubre;2021-10-31;SI;INFORME DEUDAS SALUD OCTUBRE 2021
MU098;2021-11-13;2021;Agosto;2021-08-31;SI;INFORME DEUDAS SALUD AGOSTO 2021
MU098;2021-11-13;2021;Julio;2021-07-31;SI;INFORME DEUDAS MUNICIPAL JULIO 2021
MU098;2021-11-13;2021;Junio;2021-06-30;SI;INFORME DEUDAS MUNICIPAL JUNIO 2021
MU098;2021-11-13;2021;Mayo;2021-05-31;SI;INFORME DEUDAS MUNICIPAL MAYO 2021
MU098;2021-11-13;2021;Abril;2021-04-30;SI;INFORME DEUDAS MUNICIPAL ABRIL 2021
MU098;2021-11-13;2021;Marzo;2021-03-31;SI;INFORME DEUDAS MUNICIPAL MARZO 2021
MU098;2021-11-13;2021;Febrero;2021-02-28;SI;INFORME DEUDAS MUNICIPAL FEBRERO 2021
MU098;2021-11-13;2021;Enero;2021-01-31;SI;INFORME DEUDAS MUNICIPAL ENERO 2021
MU098;2021-11-13;2020;Diciembre;2020-12-31;SI;INFORME DEUDAS SALUD DICIEMBRE 2020
MU098;2021-11-13;2020;Diciembre;2020-12-31;SI;INFORME DEUDAS MUNICIPAL DICIEMBRE 2020
MU098;2021-11-13;2020;Noviembre;2020-11-30;SI;INFORME DEUDAS SALUD NOVIEMBRE 2020
MU098;2021-11-13;2020;Noviembre;2020-11-30;SI;INFORME DEUDAS MUNICIPAL NOVIEMBRE 2020
MU098;2021-11-13;2020;Octubre;2020-10-31;SI;INFORME DEUDAS SALUD OCTUBRE 2020
MU098;2021-11-13;2020;Octubre;2020-10-31;SI;INFORME DEUDAS MUNICIPAL OCTUBRE 2020
MU098;2021-11-13;2020;Septiembre;2020-09-30;SI;INFORME DEUDAS MUNICIPAL SEPTIEMBRE 2020
MU098;2021-11-13;2020;Agosto;2020-08-31;SI;INFORME DEUDAS MUNICIPAL AGOSTO 2020
MU098;2021-11-13;2020;Julio;2020-08-10;SI;INFORME DEUDAS MUNICIPAL JULIO 2020
MU099;2021-10-29;2021;Septiembre;2021-09-30;SI;DETALLE DE LOS PASIVOS MES DE SEPTIEMBRE
MU099;2021-10-29;2021;Agosto;2021-08-31;SI;DETALLE DE LOS PASIVOS MES DE AGOSTO
MU099;2021-10-29;2021;Julio;2021-07-31;SI;DETALLE DE LOS PASIVOS MES DE JULIO
MU099;2021-10-29;2021;Junio;2021-06-30;SI;DETALLE DE LOS PASIVOS MES DE JUNIO
MU099;2021-10-29;2021;Mayo;2021-05-31;SI;DETALLE DE LOS PASIVOS MES DE MAYO
MU099;2021-10-29;2021;Abril;2021-04-30;SI;DETALLE DE LOS PASIVOS MES DE ABRIL
MU099;2021-10-29;2021;Marzo;2021-03-31;SI;DETALLE DE LOS PASIVOS MES DE MARZO
MU099;2021-10-29;2021;Febrero;2021-02-28;SI;DETALLE DE LOS PASIVOS MES DE FEBRERO
MU099;2021-10-29;2021;Enero;2021-01-31;SI;DETALLE DE LOS PASIVOS MES DE ENERO
MU099;2021-10-29;2021;Septiembre;2021-09-30;SI;NO REGISTRA PASIVOS EN EL PERIODO
MU099;2021-10-29;2021;Agosto;2021-08-31;SI;NO REGISTRA PASIVOS EN EL PERIODO
MU099;2021-10-29;2021;Julio;2021-07-31;SI;NO REGISTRA PASIVOS EN EL PERIODO
MU099;2021-10-29;2021;Junio;2021-06-30;SI;NO REGISTRA PASIVOS EN EL PERIODO
MU099;2021-10-29;2021;Mayo;2021-05-31;SI;PASIVOS EDUCACION MES DE MAYO
MU099;2021-10-29;2021;Abril;2021-04-30;SI;NO REGISTRA PASIVOS EN EL PERIODO
MU099;2021-10-29;2021;Marzo;2021-03-31;SI;NO REGISTRA PASIVOS EN EL PERIODO
MU099;2021-10-29;2021;Febrero;2021-02-28;SI;NO REGISTRA PASIVOS EN EL PERIODO
MU099;2021-10-29;2021;Enero;2021-01-31;SI;NO REGISTRA PASIVOS EN EL PERIODO
MU099;2021-10-29;2021;Septiembre;2021-09-30;SI;PASIVOS MUNICIPALES MES DE SEPTIEMBRE
MU099;2021-10-29;2021;Agosto;2021-08-31;SI;PASIVOS MUNICIPALES MES DE AGOSTO
MU099;2021-10-29;2021;Julio;2021-07-31;SI;PASIVOS MUNICIPALES MES DE JULIO
MU099;2021-10-29;2021;Junio;2021-06-30;SI;NO SE REGISTRAN PASIVOS EN EL PERIODO
MU099;2021-10-29;2021;Mayo;2021-05-31;SI;PASIVOS MUNICIPALES MES DE MAYO
MU099;2021-10-29;2021;Abril;2021-04-30;SI;PASIVOS MUNICIPALES MES DE ABRIL
MU099;2021-10-29;2021;Marzo;2021-03-31;SI;PASIVOS MUNICIPALES MES DE MARZO
MU099;2021-10-29;2021;Febrero;2021-02-28;SI;PASIVOS MUNICIPALES MES DE FEBRERO
MU099;2021-10-29;2021;Enero;2021-01-31;SI;PASIVOS MUNICIPALES MES DE ENERO
MU099;2021-10-29;2019;Diciembre;2019-12-31;SI;PASIVOS MUNICIPALES MES DE DICIEMBRE
MU099;2021-10-29;2019;Noviembre;2019-11-30;SI;PASIVOS MUNICIPALES MES DE NOVIEMBRE
MU099;2021-10-29;2019;Octubre;2019-10-31;SI;PASIVOS MUNICIPALES MES DE OCTUBRE
MU099;2021-10-29;2019;Septiembre;2019-09-30;SI;PASIVOS MUNICIPALES MES DE SEPTIEMBRE
MU099;2021-10-29;2019;Agosto;2019-08-31;SI;PASIVOS MUNICIPALES MES DE AGOSTO
MU099;2021-10-29;2019;Julio;2019-07-31;SI;PASIVOS MUNICIPALES MES DE JULIO
MU099;2021-10-29;2019;Junio;2019-06-30;SI;PASIVOS MUNICIPALES MES DE JUNIO
MU099;2021-10-29;2019;Mayo;2019-05-31;SI;PASIVOS MUNICIPALES MES DE MAYO
MU099;2021-10-29;2019;Abril;2019-04-30;SI;PASIVOS MUNICIPALES MES DE ABRIL
MU099;2021-10-29;2019;Marzo;2019-03-31;SI;PASIVOS MUNICIPALES MES DE MARZO
MU099;2021-10-29;2019;Febrero;2019-02-28;SI;PASIVOS MUNICIPALES MES DE FEBRERO
MU099;2021-10-29;2019;Enero;2019-01-31;SI;PASIVOS MUNICIPALES MES DE ENERO
MU099;2021-10-29;2018;Diciembre;2018-12-31;SI;PASIVOS MUNICIPALES MES DE DICIEMBRE
MU099;2021-10-29;2018;Noviembre;2018-11-30;SI;PASIVOS MUNICIPALES MES DE NOVIEMBRE
MU099;2021-10-29;2018;Octubre;2018-10-31;SI;PASIVOS MUNICIPALES MES DE OCTUBRE
MU099;2021-10-29;2018;Septiembre;2018-09-30;SI;PASIVOS MUNICIPALES MES DE SEPTIEMBRE
MU099;2021-10-29;2018;Agosto;2018-08-31;SI;PASIVOS MUNICIPALES MES DE AGOSTO
MU099;2021-10-29;2018;Julio;2018-07-31;SI;PASIVOS MUNICIPALES MES DE JULIO
MU099;2021-10-29;2018;Junio;2018-06-30;SI;PASIVOS MUNICIPALES MES DE JUNIO
MU099;2021-10-29;2018;Mayo;2018-05-31;SI;NO SE REGISTRAN PASIVOS MUNICIPALES MES DE MAYO
MU099;2021-10-29;2018;Abril;2018-04-30;SI;NO SE REGISTRAN PASIVOS MUNICIPALES MES DE ABRIL 2018
MU099;2021-10-29;2018;Marzo;2018-03-31;SI;NO SE REGISTRAN PASIVOS MUNICIPALES MES DE MARZO
MU099;2021-10-29;2018;Febrero;2018-02-28;SI;NO SE REGISTRAN PASIVOS MUNICIPALES MES DE FEBRERO 2018
MU099;2021-10-29;2018;Enero;2018-01-31;SI;NO SE REGISTRAN PASIVOS MUNICIPALES MES DE ENERO 2018
MU099;2021-10-29;2020;Diciembre;2020-12-31;SI;NO SE REGISTRAN PASIVOS EN EL DICIEMBRE
MU099;2021-10-29;2020;Noviembre;2020-11-30;SI;NO SE REGISTRAN PASIVOS EN EL DICIEMBRE
MU099;2021-10-29;2020;Octubre;2020-10-31;SI;PASIVOS MUNICIPALES MES DE OCTUBRE
MU099;2021-10-29;2020;Septiembre;2020-09-30;SI;PASIVOS MUNICIPALES MES DE SEPTIEMBRE
MU099;2021-10-29;2020;Agosto;2020-08-31;SI;PASIVOS MUNICIPALES MES DE AGOSTO
MU099;2021-10-29;2020;Julio;2020-07-31;SI;PASIVOS MUNICIPALES MES DE JULIO
MU099;2021-10-29;2020;Junio;2020-06-30;SI;NO SE REGISTRAN PASIVOS EN EL PERIODO
MU099;2021-10-29;2020;Mayo;2020-05-31;SI;PASIVOS MUNICIPALES MES DE MAYO
MU099;2021-10-29;2020;Abril;2020-04-30;SI;PASIVOS MUNICIPALES MES DE ABRIL
MU099;2021-10-29;2020;Marzo;2020-03-31;SI;PASIVOS MUNICIPALES MES DE MARZO
MU099;2021-10-29;2020;Febrero;2020-02-29;SI;NO SE REGISTRAN PASIVOS EN EL PERIODO
MU099;2021-10-29;2020;Enero;2020-01-31;SI;PASIVOS MUNICIPALES MES DE ENERO
MU099;2021-10-29;2019;Diciembre;2019-12-31;SI;DETALLE DE LOS PASIVOS EDUCACION DICIEMBRE
MU099;2021-10-29;2019;Noviembre;2019-11-30;SI;DETALLE DE LOS PASIVOS EDUCACION NOVIEMBRE
MU099;2021-10-29;2019;Octubre;2019-10-31;SI;DETALLE DE LOS PASIVOS EDUCACION OCTUBRE
MU099;2021-10-29;2019;Septiembre;2019-09-30;SI;DETALLE DE LOS PASIVOS EDUCACION SEPTIEMBRE
MU099;2021-10-29;2019;Agosto;2019-08-31;SI;DETALLE DE LOS PASIVOS EDUCACION AGOSTO
MU099;2021-10-29;2019;Julio;2019-07-31;SI;DETALLE DE LOS PASIVOS EDUCACION JULIO
MU099;2021-10-29;2019;Junio;2019-06-30;SI;DETALLE DE LOS PASIVOS EDUCACION JUNIO
MU099;2021-10-29;2019;Mayo;2019-05-31;SI;DETALLE DE LOS PASIVOS EDUCACION MAYO
MU099;2021-10-29;2019;Abril;2019-04-30;SI;DETALLE DE LOS PASIVOS EDUCACION ABRIL
MU099;2021-10-29;2019;Marzo;2019-03-31;SI;DETALLE DE LOS PASIVOS EDUCACION MARZO
MU099;2021-10-29;2019;Febrero;2019-02-28;SI;DETALLE DE LOS PASIVOS EDUCACION FEBRERO 2019
MU099;2021-10-29;2019;Enero;2019-01-31;SI;DETALLE DE LOS PASIVOS EDUCACION ENERO 2019
MU099;2021-10-29;2018;Diciembre;2018-12-31;SI;DETALLE DE LOS PASIVOS EDUCACION DICIEMBRE
MU099;2021-10-29;2018;Noviembre;2018-11-30;SI;DETALLE DE LOS PASIVOS EDUCACION NOVIEMBRE
MU099;2021-10-29;2018;Octubre;2018-10-31;SI;DETALLE DE LOS PASIVOS EDUCACION OCTUBRE
MU099;2021-10-29;2018;Septiembre;2018-09-30;SI;DETALLE DE LOS PASIVOS EDUCACION SEPTIEMBRE
MU099;2021-10-29;2018;Agosto;2018-08-31;SI;DETALLE DE LOS PASIVOS EDUCACION AGOSTO
MU099;2021-10-29;2018;Julio;2018-07-31;SI;DETALLE DE LOS PASIVOS EDUCACION JULIO
MU099;2021-10-29;2018;Junio;2018-06-30;SI;DETALLE DE LOS PASIVOS EDUCACION JUNIO
MU099;2021-10-29;2018;Mayo;2018-05-31;SI;DETALLE DE LOS PASIVOS EDUCACION MAYO
MU099;2021-10-29;2018;Abril;2018-04-30;SI;DETALLE DE LOS PASIVOS EDUCACION ABRIL 2018
MU099;2021-10-29;2018;Marzo;2018-03-31;SI;DETALLE DE LOS PASIVOS EDUCACION MARZO
MU099;2021-10-29;2018;Febrero;2018-02-28;SI;DETALLE DE LOS PASIVOS EDUCACION FEBRERO 2018
MU099;2021-10-29;2018;Enero;2018-01-31;SI;DETALLE DE LOS PASIVOS EDUCACION ENERO 2018
MU099;2021-10-29;2020;Diciembre;2020-12-31;SI;NO REGISTRA PASIVOS EN EL PERIODO
MU099;2021-10-29;2020;Noviembre;2020-11-30;SI;NO REGISTRA PASIVOS EN EL PERIODO
MU099;2021-10-29;2020;Octubre;2020-10-31;SI;NO REGISTRA PASIVOS EN EL PERIODO
MU099;2021-10-29;2020;Septiembre;2020-09-30;SI;NO REGISTRA PASIVOS EN EL PERIODO
MU099;2021-10-29;2020;Agosto;2020-08-31;SI;NO REGISTRA PASIVOS EN EL PERIODO
MU099;2021-10-29;2020;Julio;2020-07-31;SI;NO REGISTRA PASIVOS EN EL PERIODO
MU099;2021-10-29;2020;Junio;2020-06-30;SI;NO REGISTRA PASIVOS EN EL PERIODO
MU099;2021-10-29;2020;Mayo;2020-05-31;SI;DETALLE DE LOS PASIVOS EDUCACION MAYO
MU099;2021-10-29;2020;Abril;2020-04-30;SI;DETALLE DE LOS PASIVOS EDUCACION ABRIL
MU099;2021-10-29;2020;Marzo;2020-03-31;SI;DETALLE DE LOS PASIVOS EDUCACION MARZO
MU099;2021-10-29;2020;Febrero;2020-02-29;SI;DETALLE DE LOS PASIVOS EDUCACION FEBRERO
MU099;2021-10-29;2020;Enero;2020-01-31;SI;DETALLE DE LOS PASIVOS EDUCACION ENERO
MU099;2021-10-29;2019;Diciembre;2019-12-31;SI;PASIVOS PARA EL MES DE DICIEMBRE
MU099;2021-10-29;2019;Noviembre;2019-11-30;SI;PASIVOS PARA EL MES DE NOVIEMBRE
MU099;2021-10-29;2019;Octubre;2019-10-31;SI;PASIVOS PARA EL MES DE OCTUBRE
MU099;2021-10-29;2019;Septiembre;2019-09-30;SI;PASIVOS PARA EL MES DE SEPTIEMBRE
MU099;2021-10-29;2019;Agosto;2019-08-31;SI;PASIVOS PARA EL MES DE AGOSTO
MU099;2021-10-29;2019;Julio;2019-07-31;SI;NO SE REGISTRAN PASIVOS PARA EL MES DE JULIO
MU099;2021-10-29;2019;Junio;2019-06-30;SI;PASIVOS PARA EL MES DE JUNIO
MU099;2021-10-29;2019;Mayo;2019-05-31;SI;PASIVOS PARA EL MES DE MAYO
MU099;2021-10-29;2019;Abril;2019-04-30;SI;PASIVOS PARA EL MES DE ABRIL
MU099;2021-10-29;2019;Marzo;2019-03-31;SI;PASIVOS PARA EL MES DE MARZO
MU099;2021-10-29;2019;Febrero;2019-02-28;SI;NO SE REGISTRAN PASIVOS PARA EL MES DE FEBRERO
MU099;2021-10-29;2019;Enero;2019-01-31;SI;NO SE REGISTRAN PASIVOS PARA EL MES DE ENERO
MU099;2021-10-29;2018;Diciembre;2018-12-31;SI;DETALLE DE LOS PASIVOS SALUD DICIEMBRE
MU099;2021-10-29;2018;Noviembre;2018-11-30;SI;DETALLE DE LOS PASIVOS SALUD NOVIEMBRE
MU099;2021-10-29;2018;Octubre;2018-10-31;SI;DETALLE DE LOS PASIVOS SALUD OCTUBRE
MU099;2021-10-29;2018;Septiembre;2018-09-30;SI;NO SE REGISTRAN PASIVO PARA EL MES DE SEPTIEMBRE
MU099;2021-10-29;2018;Agosto;2018-08-31;SI;DETALLE DE LOS PASIVOS SALUD AGOSTO
MU099;2021-10-29;2018;Julio;2018-07-31;SI;DETALLE DE LOS PASIVOS SALUD JULIO
MU099;2021-10-29;2018;Junio;2018-06-30;SI;DETALLE DE LOS PASIVOS SALUD JUNIO
MU099;2021-10-29;2018;Mayo;2018-05-31;SI;DETALLE DE LOS PASIVOS SALUD MAYO
MU099;2021-10-29;2018;Abril;2018-04-30;SI;DETALLE DE LOS PASIVOS SALUD ABRIL 2018
MU099;2021-10-29;2018;Marzo;2018-03-31;SI;DETALLE DE LOS PASIVOS SALUD MARZO
MU099;2021-10-29;2018;Febrero;2018-02-28;SI;DETALLE DE LOS PASIVOS SALUD FEBRERO 2018
MU099;2021-10-29;2018;Enero;2018-01-31;SI;DETALLE DE LOS PASIVOS SALUD ENERO 2018
MU099;2021-10-29;2020;Diciembre;2020-12-31;SI;NO SE REGISTRAN PASIVOS EN EL PERIODO
MU099;2021-10-29;2020;Noviembre;2020-11-30;SI;NO SE REGISTRAN PASIVOS EN EL PERIODO
MU099;2021-10-29;2020;Octubre;2020-10-31;SI;DETALLE DE LOS PASIVOS MES DE OCTUBRE
MU099;2021-10-29;2020;Septiembre;2020-09-30;SI;DETALLE DE LOS PASIVOS MES DE SEPTIEMBRE
MU099;2021-10-29;2020;Agosto;2020-08-31;SI;DETALLE DE LOS PASIVOS MES DE AGOSTO
MU099;2021-10-29;2020;Julio;2020-07-31;SI;DETALLE DE LOS PASIVOS MES DE JULIO
MU099;2021-10-29;2020;Junio;2020-06-30;SI;DETALLE DE LOS PASIVOS MES DE JUNIO
MU099;2021-10-29;2020;Mayo;2020-05-31;SI;DETALLE DE LOS PASIVOS MES DE MAYO
MU099;2021-10-29;2020;Abril;2020-04-30;SI;DETALLE DE LOS PASIVOS MES DE ABRIL
MU099;2021-10-29;2020;Marzo;2020-03-31;SI;DETALLE DE LOS PASIVOS MES DE MARZO
MU099;2021-10-29;2020;Febrero;2020-02-29;SI;DETALLE DE LOS PASIVOS MES DE FEBRERO
MU099;2021-10-29;2020;Enero;2020-01-31;SI;DETALLE DE LOS PASIVOS MES DE ENERO
MU100;2021-11-09;2021;Octubre;2021-11-09;SI;PASIVOS
MU100;2021-11-09;2021;Septiembre;2021-10-18;SI;PASIVOS
MU100;2021-11-09;2021;Agosto;2021-09-14;SI;PASIVOS
MU100;2021-11-09;2021;Julio;2021-08-02;SI;PASIVOS
MU100;2021-11-09;2021;Junio;2021-08-02;SI;PASIVOS
MU100;2021-11-09;2021;Mayo;2021-06-10;SI;PASIVOS
MU100;2021-11-09;2021;Abril;2021-05-17;SI;PASIVOS
MU100;2021-11-09;2021;Marzo;2021-04-21;SI;PASIVOS
MU100;2021-11-09;2021;Febrero;2021-03-15;SI;PASIVOS
MU100;2021-11-09;2021;Enero;2021-02-12;SI;PASIVOS
MU100;2021-11-09;2021;Agosto;2021-09-07;SI;PASIVOS
MU100;2021-11-09;2021;Abril;2021-05-24;SI;PASIVOS
MU100;2021-11-09;2021;Marzo;2021-04-22;SI;PASIVOS
MU100;2021-11-09;2019;Diciembre;2020-01-13;SI;PASIVOS
MU100;2021-11-09;2019;Noviembre;2019-12-09;SI;PASIVOS
MU100;2021-11-09;2019;Octubre;2019-11-12;SI;PASIVOS
MU100;2021-11-09;2019;Septiembre;2019-10-14;SI;PASIVOS
MU100;2021-11-09;2019;Agosto;2019-09-12;SI;PASIVOS
MU100;2021-11-09;2019;Julio;2019-08-14;SI;PASIVOS
MU100;2021-11-09;2019;Junio;2019-07-08;SI;PASIVOS
MU100;2021-11-09;2019;Mayo;2019-06-12;SI;PASIVOS
MU100;2021-11-09;2019;Abril;2019-05-12;SI;PASIVOS
MU100;2021-11-09;2019;Marzo;2019-04-09;SI;PASIVOS
MU100;2021-11-09;2019;Febrero;2019-03-05;SI;PASIVOS
MU100;2021-11-09;2019;Enero;2019-02-14;SI;PASIVOS
MU100;2021-11-09;2017;Diciembre;2018-01-15;SI;PASIVOS
MU100;2021-11-09;2017;Noviembre;2017-12-15;SI;PASIVOS
MU100;2021-11-09;2017;Octubre;2017-11-15;SI;PASIVOS
MU100;2021-11-09;2017;Septiembre;2017-10-06;SI;PASIVOS
MU100;2021-11-09;2017;Agosto;2017-09-06;SI;PASIVOS
MU100;2021-11-09;2017;Julio;2017-08-11;SI;PASIVOS
MU100;2021-11-09;2017;Junio;2017-07-13;SI;PASIVOS
MU100;2021-11-09;2017;Mayo;2017-06-14;SI;PASIVOS
MU100;2021-11-09;2017;Abril;2017-05-09;SI;PASIVOS
MU100;2021-11-09;2017;Marzo;2017-04-17;SI;PASIVOS
MU100;2021-11-09;2017;Febrero;2017-03-06;SI;PASIVOS
MU100;2021-11-09;2017;Enero;2017-02-01;SI;PASIVOS
MU100;2021-11-09;2014;Diciembre;2014-12-31;SI;4TO TRIMESTRE PASIVOS MUNICIPALES
MU100;2021-11-09;2014;Septiembre;2014-09-30;SI;3ER TRIMESTRE PASIVOS MUNICIPALES
MU100;2021-11-09;2014;Junio;2014-06-30;SI;2DO TRIMESTRE PASIVOS MUNICIPALES
MU100;2021-11-09;2014;Marzo;2014-03-31;SI;1ER TRIMESTRE PASIVOS MUNICIPALES
MU100;2021-11-09;2016;Diciembre;2017-01-04;SI;PASIVOS
MU100;2021-11-09;2016;Noviembre;2016-12-01;SI;PASIVOS
MU100;2021-11-09;2016;Octubre;2016-11-09;SI;PASIVOS
MU100;2021-11-09;2016;Agosto;2016-09-14;SI;PASIVOS
MU100;2021-11-09;2016;Julio;2016-08-04;SI;PASIVOS
MU100;2021-11-09;2016;Junio;2016-07-14;SI;PASIVOS
MU100;2021-11-09;2016;Mayo;2016-06-08;SI;PASIVOS
MU100;2021-11-09;2016;Abril;2016-05-09;SI;PASIVOS
MU100;2021-11-09;2016;Marzo;2016-04-05;SI;PASIVOS
MU100;2021-11-09;2016;Febrero;2016-03-08;SI;PASIVOS
MU100;2021-11-09;2016;Enero;2016-02-09;SI;PASIVOS
MU100;2021-11-09;2015;Diciembre;2015-12-31;SI;4TO TRIMESTRE PASIVOS MUNICIPALES
MU100;2021-11-09;2015;Septiembre;2015-09-30;SI;3ER TRIMESTRE PASIVOS MUNICIPALES
MU100;2021-11-09;2015;Junio;2015-06-30;SI;2DO TRIMESTRE PASIVOS MUNICIPALES
MU100;2021-11-09;2015;Marzo;2015-03-31;SI;1ER TRIMESTRE PASIVOS MUNICIPALES
MU100;2021-11-09;2018;Diciembre;2019-01-14;SI;PASIVOS
MU100;2021-11-09;2018;Noviembre;2018-12-14;SI;PASIVOS
MU100;2021-11-09;2018;Octubre;2018-11-16;SI;PASIVOS
MU100;2021-11-09;2018;Septiembre;2018-10-01;SI;PASIVOS
MU100;2021-11-09;2018;Agosto;2018-09-14;SI;PASIVOS
MU100;2021-11-09;2018;Julio;2018-08-09;SI;PASIVOS
MU100;2021-11-09;2018;Junio;2018-07-13;SI;PASIVOS
MU100;2021-11-09;2018;Mayo;2018-06-11;SI;PASIVOS
MU100;2021-11-09;2018;Abril;2018-05-14;SI;PASIVOS
MU100;2021-11-09;2018;Marzo;2018-04-06;SI;PASIVOS
MU100;2021-11-09;2018;Febrero;2018-03-09;SI;PASIVOS
MU100;2021-11-09;2018;Enero;2018-02-06;SI;PASIVOS
MU100;2021-11-09;2020;Diciembre;2021-01-13;SI;PASIVOS
MU100;2021-11-09;2020;Noviembre;2020-12-08;SI;PASIVOS
MU100;2021-11-09;2020;Octubre;2020-11-04;SI;PASIVOS
MU100;2021-11-09;2020;Septiembre;2020-10-15;SI;PASIVOS
MU100;2021-11-09;2020;Agosto;2020-09-11;SI;PASIVOS
MU100;2021-11-09;2020;Julio;2020-08-13;SI;PASIVOS
MU100;2021-11-09;2020;Junio;2020-07-12;SI;PASIVOS
MU100;2021-11-09;2020;Mayo;2020-06-11;SI;PASIVOS
MU100;2021-11-09;2020;Abril;2020-05-15;SI;PASIVOS
MU100;2021-11-09;2020;Marzo;2020-04-29;SI;PASIVOS
MU100;2021-11-09;2020;Febrero;2020-03-13;SI;PASIVOS
MU100;2021-11-09;2020;Enero;2020-02-11;SI;PASIVOS
MU100;2021-11-09;2020;Noviembre;2020-12-10;SI;PASIVOS
MU100;2021-11-09;2017;Enero;2017-02-02;SI;PASIVOS
MU100;2021-11-09;2016;Septiembre;2016-10-04;SI;PASIVOS
MU100;2021-11-09;2016;Julio;2016-08-11;SI;PASIVOS
MU100;2021-11-09;2016;Junio;2016-07-01;SI;PASIVOS
MU100;2021-11-09;2016;Mayo;2016-06-09;SI;PASIVOS
MU100;2021-11-09;2016;Abril;2016-05-06;SI;PASIVOS
MU100;2021-11-09;2016;Marzo;2016-04-07;SI;PASIVOS
MU100;2021-11-09;2016;Enero;2016-02-05;SI;PASIVOS
MU102;2021-11-12;2021;Octubre;2021-10-31;SI;INFORME PASIVOS ACUMULADOS CUARTO TRIMESTRE
MU102;2021-11-12;2021;Septiembre;2021-09-30;SI;INFORME PASIVOS ACUMULADOS TERCER TRIMESTRE
MU102;2021-11-12;2021;Agosto;2021-08-31;SI;INFORME PASIVOS ACUMULADOS TERCER TRIMESTRE
MU102;2021-11-12;2021;Julio;2021-07-31;SI;INFORME PASIVOS ACUMULADOS TERCER TRIMESTRE
MU102;2021-11-12;2021;Junio;2021-06-30;SI;INFORME PASIVOS ACUMULADOS SEGUNDO TRIMESTRE
MU102;2021-11-12;2021;Mayo;2021-05-31;SI;INFORME PASIVOS ACUMULADOS SEGUNDO TRIMESTRE
MU102;2021-11-12;2021;Abril;2021-04-30;SI;INFORME PASIVOS ACUMULADOS SEGUNDO TRIMESTRE
MU102;2021-11-12;2021;Marzo;2021-03-31;SI;INFORME PASIVOS ACUMULADOS PRIMER TRIMESTRE
MU102;2021-11-12;2021;Febrero;2021-02-28;SI;INFORME PASIVOS ACUMULADOS PRIMER TRIMESTRE
