organismo_codigo;fecha_publicacion;anyo;mes;fecha;activado;descripcion
MU045;09-11-2021;2021;Septiembre;12-10-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2021;Agosto;09-09-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2021;Agosto;09-09-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2021;Agosto;09-09-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2021;Julio;10-08-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2021;Julio;10-08-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2021;Julio;10-08-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2021;Junio;09-07-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2021;Junio;09-07-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2021;Junio;09-07-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2021;Mayo;11-06-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2021;Mayo;11-06-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2021;Mayo;11-06-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2021;Abril;12-04-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2021;Abril;12-04-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2021;Abril;12-04-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2021;Marzo;13-04-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2021;Marzo;13-04-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2021;Marzo;13-04-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2021;Febrero;12-03-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2021;Febrero;12-03-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2021;Febrero;12-03-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2021;Enero;12-02-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2021;Enero;12-02-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2021;Enero;12-02-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2020;Diciembre;14-01-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2020;Diciembre;14-01-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2020;Diciembre;14-01-2021;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2020;Noviembre;09-12-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2020;Noviembre;09-12-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2020;Noviembre;09-12-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2020;Octubre;11-11-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2020;Octubre;11-11-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2020;Octubre;11-11-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2020;Septiembre;14-10-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2020;Septiembre;14-10-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2020;Septiembre;14-10-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2020;Agosto;14-09-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2020;Agosto;14-09-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2020;Agosto;14-09-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2020;Julio;13-08-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2020;Julio;13-08-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2020;Julio;13-08-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2020;Junio;13-06-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2020;Junio;13-06-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2020;Junio;13-06-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2020;Mayo;09-05-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2020;Mayo;09-05-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2020;Mayo;09-05-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2020;Abril;18-05-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2020;Abril;18-05-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2020;Abril;18-05-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2020;Marzo;13-04-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2020;Marzo;13-04-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2020;Marzo;13-04-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2020;Febrero;10-03-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2020;Febrero;10-03-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2020;Febrero;10-03-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2020;Enero;10-01-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2020;Enero;10-01-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2020;Enero;10-01-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2019;Diciembre;10-01-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2019;Diciembre;10-01-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2019;Diciembre;10-01-2020;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2019;Noviembre;11-12-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2019;Noviembre;11-12-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2019;Noviembre;11-12-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2019;Octubre;15-11-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2019;Octubre;15-11-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2019;Octubre;15-11-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2019;Septiembre;09-10-2019;SI;BALANCE EJECUCION PRESUPUESTARIA ACUMULADO AREA EDUCACION
MU045;09-11-2021;2019;Septiembre;09-10-2019;SI;BALANCE EJECUCION PRESUPUESTARIA ACUMULADO AREA MUNICIPAL
MU045;09-11-2021;2019;Septiembre;09-10-2019;SI;BALANCE EJECUCION PRESUPUESTARIA ACUMULADO AREA SALUD
MU045;09-11-2021;2019;Agosto;10-09-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2019;Agosto;10-09-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2019;Agosto;10-09-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2019;Julio;12-08-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2019;Julio;12-08-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2019;Julio;12-08-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2019;Junio;10-07-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2019;Junio;10-07-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2019;Junio;10-07-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2019;Mayo;10-06-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2019;Mayo;10-06-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2019;Mayo;10-06-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2019;Abril;09-05-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2019;Abril;09-05-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2019;Abril;09-05-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2019;Marzo;10-04-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2019;Marzo;10-04-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2019;Marzo;10-04-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2019;Febrero;12-03-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2019;Febrero;12-03-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2019;Febrero;12-03-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2019;Enero;08-02-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2019;Enero;08-02-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2019;Enero;08-02-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2017;Diciembre;15-01-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2017;Diciembre;15-01-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2017;Diciembre;15-01-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2017;Noviembre;13-12-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2017;Noviembre;13-12-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2017;Noviembre;13-12-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2017;Octubre;13-11-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2017;Octubre;13-11-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2017;Octubre;13-11-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2017;Septiembre;13-10-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2017;Septiembre;13-10-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2017;Septiembre;13-10-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2017;Agosto;11-09-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2017;Agosto;11-09-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2017;Agosto;11-09-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2017;Julio;11-08-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2017;Julio;11-08-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2017;Julio;11-08-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2017;Junio;12-07-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2017;Junio;12-07-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2017;Junio;12-07-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2017;Mayo;09-06-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2017;Mayo;09-06-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2017;Mayo;09-06-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2017;Abril;11-05-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2017;Abril;11-05-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2017;Abril;11-05-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2017;Marzo;11-04-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2017;Marzo;11-04-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2017;Marzo;11-04-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2017;Febrero;14-03-2017;SI;BALANCE EJECUCION PRESUPUESTARIA ACUMULADO AREA EDUCACION
MU045;09-11-2021;2017;Febrero;14-03-2017;SI;BALANCE EJECUCION PRESUPUESTARIA ACUMULADO AREA MUNICIPAL
MU045;09-11-2021;2017;Febrero;14-03-2017;SI;BALANCE EJECUCION PRESUPUESTARIA ACUMULADO SALUD
MU045;09-11-2021;2017;Enero;09-02-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2017;Enero;09-02-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2017;Enero;09-02-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2017;Diciembre;13-01-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2017;Diciembre;13-01-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2017;Diciembre;13-01-2017;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2016;Noviembre;07-12-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2016;Noviembre;07-12-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2016;Noviembre;07-12-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2016;Octubre;08-11-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2016;Octubre;08-11-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2016;Octubre;08-11-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2016;Septiembre;07-10-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2016;Septiembre;07-10-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2016;Septiembre;07-10-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2016;Agosto;09-09-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2016;Agosto;09-09-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2016;Agosto;09-09-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2016;Julio;10-08-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2016;Julio;10-08-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2016;Julio;10-08-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2016;Junio;08-07-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2016;Junio;08-07-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2016;Junio;08-07-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2016;Mayo;08-06-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2016;Mayo;08-06-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2016;Mayo;08-06-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2016;Abril;10-05-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2016;Abril;10-05-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2016;Abril;10-05-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2016;Marzo;11-04-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2016;Marzo;11-04-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2016;Marzo;11-04-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2016;Febrero;10-03-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2016;Febrero;10-03-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2016;Febrero;10-03-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2016;Enero;11-02-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2016;Enero;11-02-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2016;Enero;11-02-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2015;Diciembre;13-01-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2015;Diciembre;13-01-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2015;Diciembre;13-01-2016;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2015;Noviembre;10-12-2015;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2015;Noviembre;10-12-2015;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2015;Noviembre;10-12-2015;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2015;Octubre;10-11-2015;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2015;Octubre;10-11-2015;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2015;Octubre;10-11-2015;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2015;Septiembre;11-09-2015;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2015;Septiembre;11-09-2015;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2015;Septiembre;11-09-2015;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2015;Agosto;11-09-2015;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2015;Agosto;11-09-2015;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2015;Agosto;11-09-2015;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2018;Diciembre;10-01-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2018;Diciembre;10-01-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2018;Diciembre;10-01-2019;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2018;Noviembre;07-12-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2018;Noviembre;07-12-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2018;Noviembre;07-12-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2018;Octubre;12-10-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2018;Octubre;12-10-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2018;Octubre;12-10-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2018;Septiembre;08-10-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2018;Septiembre;08-10-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2018;Septiembre;08-10-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2018;Agosto;10-09-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2018;Agosto;10-09-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2018;Agosto;10-09-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2018;Julio;07-08-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2018;Julio;07-08-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2018;Julio;07-08-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2018;Junio;10-07-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2018;Junio;10-07-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2018;Junio;10-07-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2018;Mayo;12-06-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2018;Mayo;12-06-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2018;Mayo;12-06-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2018;Abril;10-05-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2018;Abril;10-05-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2018;Abril;10-05-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
MU045;09-11-2021;2018;Marzo;11-04-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA EDUCACION
MU045;09-11-2021;2018;Marzo;11-04-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA MUNICIPAL
MU045;09-11-2021;2018;Marzo;11-04-2018;SI;DEVENGAMIENTOS PENDIENTES POR PAGAR AREA SALUD
