organismo_codigo;fecha_publicacion_ta;nombre;numero_acto;denominacion_acto;activado
AD015;2022-09-13;Resolucion Exenta;1270;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;880;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1146;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1125;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1117;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;816;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;744;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;671;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;602;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;600;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;438;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;393;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;308;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;8;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;77;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;76;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;7;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;60;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;4224;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;4223;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;4201;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;25;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;213;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;153;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;121;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;120;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;118;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;3437;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;3201;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;3041;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2884;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2346;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2225;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2224;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2173;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2126;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1832;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1814;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1657;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1516;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1463;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;587;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;539;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;454;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;371;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;302;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;295;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;221;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;3068;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;3055;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;134;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;108;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2828;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2749;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2647;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2574;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;75;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2351;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2348;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2347;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2294;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;32;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2212;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;43;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1931;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1919;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1627;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1545;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1494;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1356;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1355;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1255;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1233;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1226;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1224;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;917;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;890;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1078;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;492;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;262;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;261;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;245;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;98;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;3514;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;3513;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;3472;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;3470;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;3419;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;3260;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;3050;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;3017;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2936;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2930;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2908;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2817;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2815;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2792;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2725;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2682;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2609;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2569;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2512;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2496;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2464;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2370;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2326;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2258;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2149;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2139;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2106;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;2032;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1886;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1773;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1728;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1651;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1563;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1237;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1168;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1167;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;1166;ADJUDICACION;Si
AD015;2022-09-13;Resolucion Exenta;475;ADJUDICACION;Si
AD016;2022-09-02;Informe;44221LP22;ADQUISICION DE MUEBLES CLINICOS;Si
AD016;2022-09-02;Informe;59820LE22;CONSULTORIA ESTRUCTURA ORGANICA;Si
AD016;2022-09-02;Informe;59819LE22;CURSO DE CAPACITACION FORTALECIMIENTO DE EQUIPOS DE TRABAJO INSTITUCIONAL;Si
AD016;2022-09-02;Informe;59818L122;ADQUISICION DE 4 CAMARAS DE VIDEOCONFERENCIA + EXPANSION DE MICROFONO PARA LA DIPRECA;Si
AD016;2022-09-02;Informe;59816L122;CURSO INTRODUCCION NORMA ISO 9001:2015;Si
AD016;2022-09-02;Informe;59815LE22;SERVICIO DE EJECUCION DE OBRAS MENORES;Si
AD016;2022-09-02;Informe;59813LE22;SERVICIO DE HIGIENE AMBIENTAL LIMPIEZA Y DESINFECCION DE LOS ESTANQUES DE ALMACENAMIENTO DE AGUA POTABLE;Si
AD016;2022-09-02;Informe;59812LE22;ADQUISICION DE SUMINISTROS PARA IMPRESORA;Si
AD016;2022-09-02;Informe;59811LE22;SERVICIO DE ASEO PUNTA ARENAS;Si
AD016;2022-09-02;Informe;59810LE20;SERVICIO DE ASEO ARICA;Si
AD016;2022-09-02;Informe;5989LE22;SERVICIO DE ASEO ANTOFAGASTA;Si
AD016;2022-09-02;Informe;5988LE22;SERVICIO DE DISENO DIAGRAMACION E IMPRESION REVISTA MASCERCA ANO 2022;Si
AD016;2022-09-02;Informe;5987LE22;DIGITALIZACION DE EXPEDIENTES DE PRESTAMOS;Si
AD016;2022-09-02;Informe;5986LE22;TELEFONIA SLM Y TELEFONIA IP;Si
AD016;2022-09-02;Informe;5985L122;RENOVACION LICENCIAS DENWA;Si
AD016;2022-09-02;Informe;5984LE22;SERVICIO DE ADMINISTRACION DEL SERVICIO DE SALA CUNA;Si
AD016;2022-09-02;Informe;5983L122;LICENCIAMIENTO LANSWEEPER;Si
AD016;2022-09-02;Informe;5982LQ22;ARRIENDO DE SISTEMAS DARKTRACE Y ANTIGENA;Si
AD016;2022-09-02;Informe;5981LE22;SERVICIO DE ARRIENDO DE IMPRESORAS MULTIFUNCIONALES MANTENCIONES Y SUMINISTROS;Si
AE001;2022-09-13;Resolucion Exenta;516;ADJUDICA LICITACION PUBLICA SERVICIO DE MANTENCION DE PERSIANAS;Si
AE001;2022-09-13;Resolucion Exenta;505;ADJUDICA LICITACION PUBLICA SERVICIO DE MONITOREO Y ANALISIS DE MEDIOS;Si
AE001;2022-09-13;Resolucion Exenta;488;ADJUDICA LICITACION PUBLICA SERVICIO DE ENCUESTA DE PERCEPCION DE LA ADMINISTRACION TRIBUTARIA CHILENA;Si
AE001;2022-09-13;Resolucion Exenta;111;ADJUDICA LICITACION PUBLICA SERVICIO DE ARRIENDO DE EQUIPOS MULTIFUNCIONALES;Si
AE001;2022-09-13;Resolucion Exenta;703;ADJUDICA LICITACION PUBLICA SERVICIO DE MANTENCION DE EQUIPOS Y SISTEMAS DE CLIMATIZACION;Si
AE001;2022-09-13;Resolucion Exenta;701;ADJUDICA LICITACION PUBLICA SERVICIO DE ASEO;Si
AE001;2022-09-13;Resolucion Exenta;683;ADJUDICA LICITACION PUBLICA SERVICIO DE MANTENCION PREVENTIVA Y CORRECTIVA DE ASCENSORES MONTACARGA Y SALVAESCALERA DEL EDIFICIO DEL MINISTERIO DE HACIENDA;Si
AE001;2022-09-13;Resolucion Exenta;611;ADJUDICA LICITACION PUBLICA SERVICIO DE MANTENCION PREVENTIVA CORRECTIVA Y NORMALIZACION DEL SISTEMA DE DETECCION DE INCENDIOS DEL EDIFICIO DEL MINISTERIO DE HACIENDA;Si
AE001;2022-09-13;Resolucion Exenta;610;ADJUDICA LICITACION PUBLICA SERVICIO DE MANTENCION DE COCINAS HORNOS CAMPANAS FILTROS Y CAMARAS DESGRASADORAS;Si
AE001;2022-09-13;Resolucion Exenta;568;ADJUDICA LICITACION PUBLICA SERVICIO MANTENIMIENTO Y SOPORTE MICROSOFT Y REDES;Si
AE001;2022-09-13;Resolucion Exenta;552;ADJUDICA LICITACION PUBLICA SERVICIO DE CERTIFICACION DE ASCENSORES;Si
AE001;2022-09-13;Resolucion Exenta;549;ADJUDICA LICITACION PUBLICA SERVICIO DE ANALISIS MICROBIOLOGICO EN MUESTRAS DE ALIMENTO AGUA Y SUPERFICIES;Si
AE001;2022-09-13;Resolucion Exenta;468;ADJUDICA LICITACION PUBLICA SERVICIO DE NOCHEROS PORTEROS RONDINES Y RECEPCIONISTAS;Si
AE001;2022-09-13;Resolucion Exenta;351;ADJUDICA LICITACION PUBLICA SERVICIO DE ENCUESTA DE PERCEPCION DE LA ADMINISTRACION TRIBUTARIA CHILENA;Si
AE001;2022-09-13;Resolucion Exenta;348;ADJUDICA LICITACION PUBLICA PROVISION DE MAQUINAS DISPENSDORAS DE AGUA Y APROVISIONAMIENTO D BIDONES DE AGUA PURIFICADA;Si
AE001;2022-09-13;Resolucion Exenta;303;ADJUDICA LICITACION PUBLICA SERVICIOS DE MANTENCION BOMBAS DE AGUA;Si
AE001;2022-09-13;Resolucion Exenta;302;ADJUDICA LICITACION PUBLICA SERVICIO DE MATENCION DEL GRUPO ELECTROGENO;Si
AE001;2022-09-13;Resolucion Exenta;301;ADJUDICA LICITACION PUBLICA SERVICIO DE DESINSECTACION SANITIZACION Y DESRATIZACION;Si
AE001;2022-09-13;Resolucion Exenta;279;ADJUDICA LICITACION PUBLICA SERVICIO DE COURIER;Si
AE001;2022-09-13;Resolucion Exenta;228;DECLARA INADMISIBLES OFERTAS QUE SE INDICAN Y DESIERTO EL PROCESO LICITATORIO DE NOCHEROS PORTEROS RONDINES Y RECEPCIONISTAS;Si
AE001;2022-09-13;Resolucion Exenta;174;ADJUDICA LICITACION PUBLICA SERVICIO DE MANTENIMIENTO DE HARDWARE Y SOFTWARE PARASISTEMA DE COMUNICACIONES UNIFICADAS CON PROTOCOLO IP Y TELEFONIA LOCAL FIJA;Si
AE001;2022-09-13;Resolucion Exenta;109;DECLARA INADMISIBLE OFERTA Y DESIERTA LICITACION PUBLICA SERVICIO DE MANTENCION PREVENTIVA Y CORRECTIVA DE PERSIANAS DE LA SECRETARIA Y ADMINISTRACION GENERAL DEL MINISTERIO DE HACIENDA;Si
AE001;2022-09-13;Resolucion Exenta;23;ADJUDICA LICITACION PUBLICA SERVICIO DE MANTENCION PREVENTIVA Y CORRECTIVA DEL SISTEMA DE CIRCUITO CERRADO DE TELEVISION;Si
AE001;2022-09-13;Resolucion Exenta;389;ADJUDICA LICITACION PUBLICA SERVICIO DE RADIOTAXI;Si
AE001;2022-09-13;Resolucion Exenta;448;ADJUDICA LICITACION PUBLICA SERVICIO DE ASEO PARA LAS DEPENDENCIAS DE LA SUBSECRETARIA DE HACIENDA;Si
AE001;2022-09-13;Resolucion Exenta;423;ADJUDICA LICITACION PUBLICA SERVICIO DE MANTENCION DEL PORTON AUTOMATICO DEL EDIFICIO DEL MINISTERIO DE HACIENDA;Si
AE001;2022-09-13;Resolucion Exenta;415;ADJUDICA LICITACION PUBLICA SERVICIO DE LIMPIEZA EN MUROS DE MARMOL Y PINTADO DE MUROS DEL EDIFICIO MINISTERIAL;Si
AE001;2022-09-13;Resolucion Exenta;325;ADJUDICA LICITACION PUBLICA SERVICIO DE ENCUESTA DE PERCEPCION DE LA ADMINISTRACION TRIBUTARIA CHILENA;Si
AE001;2022-09-13;Resolucion Exenta;319;ADJUDICA LICITACION PUBLICA MANTENCION DEL SISTEMA DE DISTRIBUCION VERTICAL ELECTRICA DEL EDIFICIO DEL MINISTERIO DE HACIENDA;Si
AE001;2022-09-13;Resolucion Exenta;255;ADJUDICA LICITACION PUBLICA ANALISIS MICROBIOLOGICOS EN MUESTRAS DE ALIMENTO AGUA SUPERFICIE Y MANIPULADORES DE ALIMENTOS;Si
AE001;2022-09-13;Resolucion Exenta;212;ADJUDICA LICITACION PUBLICA REPARACION DE LOAS VERTICALES SANITARIAS EN EL EDIFICIO DEL MINISTERIO DE HACIENDA;Si
AE001;2022-09-13;Resolucion Exenta;211;ADJUDICA LICITACION PUBLICA SERVICIO DE EMPASTE DE DOCUMENTOS OFICIALES DEL MINISTERIO DE HACIENDA;Si
AE001;2022-09-13;Resolucion Exenta;149;ADJUDICA LICITACION PUBLICA SERVICIO DE NOCHEROS PORTEROS RONDINES Y RECEPCIONISTAS;Si
AE001;2022-09-13;Resolucion Exenta;77;ADJUDICA LICITACION PUBLICA SERVICIO DE CERTIFICACION DE ASCENSORES;Si
AE001;2022-09-13;Resolucion Exenta;23;DECLARA INADMISIBLES OFERTAS QUE SE INDICA Y ADJUDICA LICITACION PUBLICA SERVICIO DE MANTENCION DE ASCENSORES;Si
AE001;2022-09-13;Resolucion Exenta;359;ADJUDICA LICITACION PUBLICA SERVICIO DE SEGUROS PARA LA FLOTA DE VEHICULOS DE LA SUBSECRETARIA DE HACIENDA;Si
AE001;2022-09-13;Resolucion Exenta;305;ADJUDICA LICITACION PUBLICA SERVICIO DE MANTENCION PARA EQUIPOS DE CLIMATIZACION;Si
AE001;2022-09-13;Resolucion Exenta;304;ADJUDICA LICITACION PUBLICA SERVICIO DE MANTENCION DE COCINAS HORNOS CAMPANAS FILTROS Y CAMARAS DESGRASADORAS DE CASINO REPOSTERO Y SALA CUNA;Si
AE001;2022-09-13;Resolucion Exenta;283;ADJUDICA LICITACION PUBLICA SERVICIO DE REPARACION DEL CASINO INSTITUCIONAL;Si
AE001;2022-09-13;Resolucion Exenta;248;ADJUDICA LICITACION PUBLICA SERVICIO DE ENCUESTA DE PERCEPCION DE LA ADMINISTRACION TRIBUTARIA CHILENA;Si
AE001;2022-09-13;Resolucion Exenta;262;ADJUDICA LICITACION PUBLICA SERVICIO DE MONITOREO Y ANALISIS DE MEDIOS;Si
AE001;2022-09-13;Resolucion Exenta;196;ADJUDICA LICITACION PUBLICA PROVISION DE MAQUINAS Y APROVISIONAMIENTO DE AGUA PURIFICADA;Si
AE001;2022-09-13;Resolucion Exenta;199;ADJUDICA LICITACION PUBLICA PARA CONTRATAR EL SERVICIO DE ODORIZACION AMBIENTAL;Si
AE001;2022-09-13;Resolucion Exenta;193;ADJUDICA LICITACION PUBLICA PARA CONTRATAR EL SERVICIO DE ANALISIS MICROBIOLOGICO EN MUESTRAS DE ALIMENTOS AGUA SUPERFICIE Y MANIPULADORES DE ALIMENTOS;Si
AE001;2022-09-13;Resolucion Exenta;185;ADJUDICA LICITACION PUBLICA PARA CONTRATAR EL SERVICIO DE MANTENCION DEL GRUPO ELECTROGENO;Si
AE001;2022-09-13;Resolucion Exenta;182;ADJUDICA LICITACION PUBLICA PARA CONTRATAR EL SERVICIO DE MANTENCION DE BOMBAS DE AGUA Y ESTANQUES HIDRONEUMATICOS HIDROPAG;Si
AE001;2022-09-13;Resolucion Exenta;183;ADJUDICA LICITACION PUBLICA PARA CONTRATAR EL SERVICIO DE DESINSECTACION SANITIZACION Y DESRATIZACION;Si
AE001;2022-09-13;Resolucion Exenta;51;ADJUDICA LICITACION PUBLICA PARA CONTRATAR CONJUNTAMENTE EL SERVICIO DE TELEFONIA MOVIL;Si
AE001;2022-09-13;Resolucion Exenta;24;ADJUDICA LICITACION PUBLICA PARA CONTRATAR EL SERVICIO POR EL SUMINISTRO DE DISENO FABRICACION E INSTALACION DE INSUMOS FOTOLUMINISCENTES;Si
AE001;2022-09-13;Resolucion Exenta;9;ADJUDICA LICITACION PUBLICA PARA CONTRATAR EL SERVICIO DE PINTURA LIMPIEZA DE SENALETICA Y LUBRICACION DE PUERTAS DE ACCESO;Si
AE001;2022-09-13;Resolucion Exenta;353;ADJUDICADA LICITACION PUBLICA PARA CONTRATAR LA PROVISION INSTALACION Y MANTENCION DE SISTEMA DE CLIMATIZACION;Si
AE001;2022-09-13;Resolucion Exenta;35;ADJUDICA LICITACION PUBLICA PARA CONTRATAR EL SERVICIO DE EMPASTE DE DOCUMENTOS;Si
AE001;2022-09-13;Resolucion Exenta;349;ADJUDICA LICITACION PUBLICA PROVISION Y MANTENCION DEL SISTEMA DE LUCES SIRENAS Y BOCINAS DE EMERGENCIA;Si
AE001;2022-09-13;Resolucion Exenta;30;ADJUDICA LICITACION PUBLICA MANTENCION DETECTORES DE HUMO;Si
AE001;2022-09-13;Resolucion Exenta;29;DECLARA DESIERTA LICITACION PUBLICA PROVISION DE REFLECTORES LUMINICOS LED;Si
AE001;2022-09-13;Resolucion Exenta;27;ADJUDICA LICITACION PUBLICA PARA CONTRATAR LA PROVISION E INSTALACION DE PASAMANOS METALICOS;Si
AE001;2022-09-13;Resolucion Exenta;19;DECLARA DESIERTA LICITACION PUBLICA SERVICIO DE MANTENCION SISTEMA DE CLIMATIZACION;Si
AE001;2022-09-13;Resolucion Exenta;360;ADJUDICA LICITACION PUBLICA PARA CONTRATAR LOS SEGUROS PARA VEHICULOS DEL MINISTERIO DE HACIENDA;Si
AE001;2022-09-13;Resolucion Exenta;354;DECLARA DESIERTA LICITACION PUBLICA PROVISION DE REFLECTORES LUMINICOS LED;Si
AE001;2022-09-13;Resolucion Exenta;338;ADJUDICA LICITACION PUBLICA PARA CONTRATAR SERVICIO DE ASEO;Si
AE001;2022-09-13;Resolucion Exenta;333;ADJUDICA LICITACION PUBLICA PARA CONTRATAR REPARACION Y MANTENION DE CUPULA HALL CENTRAL;Si
AE001;2022-09-13;Resolucion Exenta;328;DECLARA DESIERTA LICITACION PUBLICA PARA CONTRATAR LA INSTALACION Y CERTIFICACION DE PERNOS DE ANCLAJE;Si
AE001;2022-09-13;Resolucion Exenta;322;ADJUDICA LICITACION PUBLICA PARA CONTRATAR LA NORMALIZACION DEL MURO PERIMETRAL DATA CENTER;Si
AE001;2022-09-13;Resolucion Exenta;294;ADJUDICA LICITACION PUBLICA PARA CONTRATAR LA RESTAURACION Y RETAPIZADO DE MOBILIARIO ANTIGUO;Si
AE001;2022-09-13;Resolucion Exenta;288;ADJUDICA LICITACION PUBLICA PARA CONTRATAR LA MANTENCION Y REPARACION DE PERSIANAS;Si
AE001;2022-09-13;Resolucion Exenta;287;ADJUDICA LICITACION PUBLICA PARA CONTRATAR EL SERVICIO DE SUMINISTRO E INSTALACION DEL SISTEMA DE CLIMATIZACION EN BODEGA DE CASINO;Si
AE001;2022-09-13;Resolucion Exenta;286;ADJUDICA LICITACION PUBLICA PARA CONTRATAR EL SERVICIO DE MANTENCION DEL SISTEMA CONTRA INCENDIOS: RED SECA RED HUMEDA Y RED INERTE;Si
AE001;2022-09-13;Resolucion Exenta;282;DECLARA DESIERTA LICITACION PUBLICA PARA CONTRATAR LA INSTALACION Y CERTIFICACION DE PERNOS DE ANCLAJE;Si
AE001;2022-09-13;Resolucion Exenta;241;ADJUDICA LICITACION PUBLICA PARA CONTRATAR LOS SERVICIOS DE ENCUESTA DE PERCEPCION DE LA ADMINISTRACION TRIBUTARIA CHILENA;Si
AE001;2022-09-13;Resolucion Exenta;235;ADJUDICA LICITACION PUBLICA PARA CONTRATAR EL PROYECTO CONSERVACION PISO 14 DEL EDIFICIO MINISTERIO DE HACIENDA;Si
AE001;2022-09-13;Resolucion Exenta;180;ADJUDICA LICITACION PUBLICA PARA CONTRATAR EL SERVICIO DE PROVISION E INSTALACION DE EMPAVONADO Y LAMINAS DE SEGURIDAD EDIFICIO MINISTERIO DE HACIENDA;Si
AE001;2022-09-13;Resolucion Exenta;178;ADJUDICA LICITACION PUBLICA PARA LA ADQUISICION DE PLANTAS EXTERIORES;Si
AE001;2022-09-13;Resolucion Exenta;175;ADJUDICA LICITACION PUBLICA PARA CONTRATAR UN ESTUDIO PARA LA FORMULACION DE UN PROYECTO DE REDUCCION DE INTERRUPCIONES ELECTRICAS Y DESIGUALDAD DE LA SUPERINTENDENCIA DE ELECTRICIDAD Y COMBUSTIBLE;Si
AE001;2022-09-13;Resolucion Exenta;167;ADJUDICA LICITACION PUBLICA PARA ADQUIRIR EQUIPAMIENTO PARA CASINO DEL MINISTERIO DE HACIENDA;Si
AE001;2022-09-13;Resolucion Exenta;153;ADJUDICA LICITACION PUBLICA PARA CONTRATAR LA ADQUISICION E INSTALACION DEL GRUPO ELECTROGENO;Si
AE001;2022-09-13;Resolucion Exenta;115;ADJUDICA LICITACION PUBLICA PARA CONTRATAR UN ESTUDIO DE MEDICION DE SEGUIMIENTO DE LA SATISFACCION DE LOS USUARIOS CON LOS SERVICIOS ENTREGADOS POR LAS INSTITUCIONES PUBLICAS DENTRO DEL PROGRAMA DE MODERNIZACION DEL SECTOR PUBLICO;Si
AE001;2022-09-13;Resolucion Exenta;112;ADJUDICA LICITACION PUBLICA PARA CONTRATAR EL SERVICIO DE DESARME PISO 14 EDIFICIO MINISTERIO DE HACIENDA;Si
AE001;2022-09-13;Resolucion Exenta;102;ADJUDICA LICITACION PUBLICA PARA CONTRATAR UN ESTUDIO PARA LA FORMULACION DE UN PROYECTO DE MODERNIZACION DEL SERVICIO DE REGISTRO CIVIL E IDENTIFICACION;Si
AE001;2022-09-13;Resolucion Exenta;96;ADJUDICA LICITACION PUBLICA PARA CONTRATAR TOMA DE EXAMENES MEDICOS PARA PERSONAL DE CASINO REPOSTERO Y SALA CUNA;Si
AE001;2022-09-13;Resolucion Exenta;54;ADJUDICA LICITACION PUBLICA PARA CONTRATAR EL SERVICIO DE MANTENCION PLATAFORMA EMC DOCUMENTUM;Si
AE001;2022-09-13;Resolucion Exenta;25;ADJUDICA LICITACION PUBLICA PARA CONTRATAR LOS SERVICIOS DE MANTENCION PREVENTIVA Y CORRECTIVA DEL SITEMA DE CONTROL DE ACCESO Y CIRCUITO CERRADO DE TELEVISION;Si
AE001;2022-09-13;Resolucion Exenta;365;ADJUDICA LICITACION PUBLICA SERVICIO DE MANTENCION PREVENTIVA Y CORECTIVA DEL SISTEMA DE CONTROL DE ACCESO;Si
AE001;2022-09-13;Resolucion Exenta;354;ADJUDICA LICITACION PUBLICA SERVICIO DE MANTENCION DEL SISTEMA CONTRA INCENDIO: RED SEC RED HUMEDA Y RED INERTE PARA EL EDIFICIO DEL MINISTERIO DE HACIENDA;Si
AE001;2022-09-13;Resolucion Exenta;299;ADJUDICA LICITACION PUBLICA REPARACION DE LAS VERTICALES SANITARIAS EN EL EDIFICIO DEL MINISTERIO DE HACIENDA SEGUNDA ETAPA;Si
AE001;2022-09-13;Resolucion Exenta;260;ADJUDICA LICITACION PUBLICA SERVICIO DE ENCUESTA DE PERCEPCION DE LA ADMINISTRACION TRIBUTARIA CHILENA;Si
AE001;2022-09-13;Resolucion Exenta;235;ADJUDICA LICITACION PUBLICA SERVICIO DE PROVSION E INSTALACION DE AIRE ACONDICIONADO PARA LOS PISOS 6 Y 11 DEL EDIFICIO DEL MINISTERIO DE HACIENDA;Si
AE001;2022-09-13;Resolucion Exenta;30;ADJUDICA LICITACION PUBLICA SERVICIO DE CONTINUIDAD OPERATIVA DE LOS EQUIPOS INFORMATICOS YO COMPUTACIONALES PARA LA SUBSECRETARIA DE HACIENDA;Si
