organismo_codigo;fecha_publicacion_ta;nombre;numero_acto;denominacion_acto;activado
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 721 APRUEBA CONTRATO QUE SE ENMARCA EN EL PROCESO DE LICITACION CORRESPONDIENTE A LA CONTRATACION DE PROYECTO DENOMINADO CONSERVACION ESCUELA RICARDO CAMPILLAY CONTRERAS ALTO DEL CARMEN FNDR ID 10288717LQ22.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 691 AUTORIZA COMPRA DIRECTA CON TITULARIDAD DE PROPIEDAD INTELECTUAL ESTRATEGIAS PARA LA MEJORA EN LOS INDICADORES DE DESARROLLO PERSONAL Y SOCIAL EN LA ESCUELA PARA DIRECTIVOS Y DOCENTES CON FUNCIONES TECNICAS PEDAGOGICAS EN LOS DISTINTOS ESTABLECIMIENTOS DEL TERRITORIO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 686 APRUEBA BASES ADMINISTRATIVAS TECNICAS Y SUS ANEXOS PARA LA CONTRATACION CONSERVACION LICEO JOSE SANTOS OSSA VALLENAR FNDR.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 685 AUTORIZA COMPRA DIRECTA POR TITULARIDAD DE PROPIEDAD INTELECTUAL;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 684 APRUEBA CONTRATACION MEDIANTE TRATO DIRECTO EL USO DE PLATAFORMAS Y SERVICIOS TECNOLOGICOS PAPINOTAS PARA ESTABLECIMIENTOS EDUCACIONALES DEL SERVICIO LOCAL DE EDUCACION PUBLICA HUASCO ANO 2022. TECNOLOGIAS Y ASESORIAS PEDAGOGICAS SPA RUT N76.225.512K.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 683 APRUEBA INFORME TECNICO DEL ENCARGADO DE COMPRAS Y CONTRATACIONES Y EN ELLO LA RENOVACION Y MODIFICACION DE CONTRATO QUE SE ENMARCA EN EL PROCESO DE LICITACION 102887126LQ21.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 682 APRUEBA INFORME TECNICO DEL ENCARGADO DE SERVICIOS GENERALES Y EN ELLO LA RENOVACION Y MODIFICACION DE CONTRATO ID N102887136LQ21 SERVICIO DE MANTENIMIENTO Y CONTINGENCIAS DE REPARACIONES MENORES EN ESTABLECIMIETOS EDUCACIONALES Y DEPENDENCIAS DEL SERVICIO LOCAL DE EDUCACION PUBLICA DE HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 681 APRUEBA INFORME TECNICO DEL ENCARGADO DE SERVICIOS GENERALES Y EN ELLO LA RENOVACION Y MODIFICACION DE CONTRATO QUE SE ENMARCA EN EL PROCESO DE LICITACION ID N102887136LQ21 SERVICIO DE MANTENIMIENTO Y CONTINGENCIAS DE REPARACIONES MENORES EN ESTABLECIMIETOS EDUCACIONALES Y DEPENDENCIAS DEL SERVICIO LOCAL DE EDUCACION PUBLICA DE HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 679 APRUEBA BASES ADMINISTRATIVAS TECNICAS Y SUS ANEXOS Y LLAMA A LICITACION PARA LA CONTRATACION PINTURA LICEO POLITECNICO COMUNA DE VALLENAR;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 677 APRUEBA ADJUDICACION LICITACION PUBLICA ID 102887123LE22 SERVICIO DE SUMINISTRO PRODUCTOS TELAS MENAJE Y PAQUETERIA SLEP HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 665 APRUEBA BASES ADMINISTRATIVAS TECNICAS SUS ANEXOS Y LA COMISION EVALUADORA TEXTOS ESCOLARES PARA EL SERVICIO LOCAL DE EDUCACION PUBLICA DE HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 663 APRUEBA CONTRATO QUE SE ENMARCA EN EL PROCESO DE LICITACION 102887114LQ22 UNIFORMES ESCOLARES E INSTITUCIONALES PARA EL SERVICIO LOCAL DE EDUCACION PUBLICA DE HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 662 APRUEBA ADJUDICACION LICITACION PUBLICA ID 102887124LQ22 ARTICULOS Y ROPA DEPORTIVA;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 657 APRUEBA MODIFICACION DE CONTRATO POR AUMENTO Y DISMINUCION DE PARTIDAS EJECUCION DE OBRAS EXTARORDINARIAS Y AUMENTO DE PLAZO QUE SE ENMARCA EN EL PROCESO DE LICITACION ID 102887130LQ20. PROYECTO DENOMINADO CONSERVACION ESCUELA SARA BEMBOW VILLEGAS VALLENAR;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 654 APRUEBA BASES ADMINISTRATIVAS TECNICAS SUS ANEXOS Y LA COMISION EVALUADORA PARA EL PROCESO DE LICITACION SERVICIO DE MANTENCION PREVENTIVA Y CORRECTIVA PARA MAQUINAS Y EQUIPOS DE IMPRESION.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 559 AUTORIZA COMPRA DIRECTA CON TITULARIDAD DE PROPIEDAD INTELECTUAL SERVICIO DE CAPACITACION CON UNIVERSIDAD DE CONCEPCION.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 598 AUTORIZA COMPRA DIRECTA POR TITULARIDAD DE PROPIEDAD INTELECTUAL USO DE PLATAFORMAS TABULATEST.CL LETRAPPS.CL Y MATEMATICAPPS.CL PARA ESCUELAS Y LICEOS DEL SERVICIO LOCAL DE EDUCACION PUBLICA HUASCO ANO 2022.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 597 APRUEBA BASES ADMINISTRATIVAS TECNICAS SUS ANEXOS Y LA COMISION EVALUADORA PARA EL PROCESO DE LICITACION CONVENIO DE MATERIAL DE LABORATORIO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 596 AUTORIZA COMPRA DIRECTA POR TITULARIDAD DE PROPIEDAD INTELECTUAL TEXTOS DE ESTRATEGIAS DE COMPRENSION LECTORA CARS STARS SERIES TEXTOS DE HABILIDADES DE COMPRENSION MATEMATICA SERIE CAMS STAMS Y TEXTOS DE TALLER DE ESTRATEGIAS DE COMPRENSION LECTORA CON EL PROVEEDOR ZIEMAX EDICIONES LIMITADA PARA ESTABLECIMIENTOS DEL SERVICIO LOCAL DE EDUCACION PUBLICA DE HUASCO ANO 2022.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 591 APRUEBA BASES ADMINISTRATIVAS TECNICAS SUS ANEXOS Y LA COMISION DE APERTURA Y EVALUACION PARA LA CONTRATACION SERVICIO DE MANTENCION PREVENTIVA Y CORRECTIVA PARA VEHICULOS SERVICIO LOCAL DE EDUCACION PUBLICA HUASCO;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 586 AUTORIZA COMPRA DIRECTA POR TITULARIDAD DE PROPIEDAD INTELECTUAL USO DE RECURSOS AUDIOVISUALES Y PLATAFORMA EDUCATIVA ACO ALIANZA COLEGIO ON LINE PARA 5 LICEOS DEL SERVICIO LOCAL DE EDUCACION PUBLICA HUASCO ANO 2022.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 585 AUTORIZA COMPRA DIRECTA POR TITULARIDAD DE PROPIEDAD INTELECTUALUSO DE PLATAFORMAS Y SERVICIOS TECNOLOGICOS PAPINOTAS PARA ESTABLECIMIENTOS EDUCACIONALES DEL SERVICIO LOCAL DE EDUCACION PUBLICA HUASCO ANO 2022.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 584 AUTORIZA COMPRA DIRECTA POR TITULARIDAD REPRESENTACION Y DISTRIBUCION COMERCIAL EXCLUSIVA PLATAFORMA WEBCLASS PARA ESC. EL OLIVAR RBD489;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 583 AUTORIZA COMPRA DIRECTA CON TITULARIDAD DE PROPIEDAD INTELECTUAL SERVICIO DE CAPACITACION CON PROVEEDOR INSTITUTO DE EVALUACION PSICOPEDAGOGICA EOS S.A.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 582 APRUEBA READJUDICACION LICITACION PUBLICA ID 102887111LQ22. CONVENIO DE INSUMOS DE TINTAS Y TONER.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 580 AUTORIZA COMPRA DIRECTA CON TITULARIDAD DE PROPIEDAD INTELECTUAL SERVICIO DE CAPACITACION ESTRATEGIAS DE AUTOCUIDADO Y DE DESARROLLO DE HABILIDADES SOCIOEMOCIONALES PARA EL BIENESTAR FAMILIAR Y COMUNITARIO PARA ESCUELA ARTURO PEREZ CANTO RBD 458.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 579 AUTORIZA COMPRA DIRECTA POR TITULARIDAD DE PROPIEDAD INTELECTUAL USO DE PLATAFORMA WEB LIRMI PARA DOS ESTABLECIMIENTOS BASICOS DEL SERVICIO LOCAL DE EDUCACION PUBLICA HUASCO ANO 2022;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RE 577 AUTORIZA COMPRA DIRECTA CON TITULARIDAD DE PROPIEDAD INTELECTUAL SERVICIO DE CAPACITACION CON PROVEEDOR FUNDACION EDUCHILE.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 576 AUTORIZA COMPRA DIRECTA CON TITULARIDAD DE PROPIEDAD INTELECTUAL SERVICIO DE CAPACITACION CON PROVEEDOR ELENA PALMA SIERRA.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 567 APRUEBA BASES ADMINISTRATIVAS TECNICAS Y SUS ANEXOS Y LLAMA A LICITACION CONSERVACION ESCUELA ALEJANDRO NOEMI HUERTA FREIRINA.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 566 APRUEBA BASES ADMINISTRATIVAS TECNICAS SUS ANEXOS Y LA COMISION EVALUADORA PARA LA CONTRATACION SERVICIO DE SUMINISTRO DE REPARACIONES A INSTALACIONES INTERIORES DE GAS EN ESTABLECIMIENTOS EDUCACIONALES DEPENDIENTES DEL SERVICIO LOCAL DE EDUCACION PUBLICA DE HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 559 AUTORIZA COMPRA DIRECTA POR TITULARIDAD DE PROPIEDAD INTELECTUAL USO DEL PROGRAMA DE COMPUTACION TITULADO MEJOREMOS;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 558 APRUEBA CONTRATO QUE SE ENMARCA EN EL PROCESO DE LICITACION 102887120LQ22. ZONA: VALLENAR NORTE SERVICIO DE MANTENIMIENTO Y CONTINGENCIAS DE REPARACIONES MENORES EN ESTABLECIMIENTOS EDUCACIONALES Y DEPENDENCIAS DEL SERVICIO LOCAL DE DUCACION PUBLICA DE HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 557 APRUEBA CONTRATO QUE SE ENMARCA EN EL PROCESO DE LICITACION 102887120LQ22. ZONA: VALLENAR SUR. SERVICIO DE MANTENIMIENTO Y CONTINGENCIAS DE REPARACIONES MENORES EN ESTABLECIMIENTOS EDUCACIONALES Y DEPENDENCIAS DEL SERVICIO LOCAL DE DUCACION PUBLICA DE HUASCO;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 554 APRUEBA BASES ADMINISTRATIVAS TECNICAS SUS ANEXOS Y LA COMISION EVALUADORA PARA EL PROCESO DE LICITACION SERVICIO TRANSPORTE DE PASAJEROS.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 551 AUTORIZA COMPRA DIRECTA CON TITULARIDAD SERVICIO DE CAPACITACION PARA DOCENTES EDUCADORAS DE PARVULO Y ASISTENTES DE LA EDUCACION DEL SLEP HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 549 AUTORIZA COMPRA DIRECTA PORTITULARIDAD PRODUCTOS IMAGINE LEARNING EN CHILE PARA ESC. EL OLIVAR RBD489.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 520 AUTORIZA COMPRA O CONTRATACION DIRECTA IMPARTIR EL DIPLOMADO EN GESTION PUBLICA DE LA UNIVERSIDAD DEL DESARROLLO;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 486 AUTORIZA COMPRA DIRECTA POR TITULARIDAD REPRESENTACION COMERCIAL EXCLUSIVA PARA EL TERRITORIO CHILENO DE LA GAMA DE BATERIAS Y MANUALES EVALUA 4.0 EVALEC 2.0 EVAMAT 2.0. DEL PROVEEDOR ASISTENCIA Y GESTION INTERNACIONAL SA. PARA ESCUELAS Y LICEOS DEL SERVICIO LOCAL DE EDUCACION PUBLICA HUASCO ANO 2022.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 430 APRUEBA BASES ADMINISTRATIVAS TECNICAS SUS ANEXOS Y LA COMISION EVALUADORA PARA EL PROCESO DE LICITACION SERVICIO DE SUMINISTRO PRODUCTOS TELAS MENAJE Y PAQUETERIA. SLEPH;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 417 APRUEBA MODIFICACION DE CONTRATO CORRESPONDIENTE A LA CONTRATACION LICITACION PUBLICA ID 102887139LQ21.CONSERVACION LICEO POLITECNICO VALLENARFNDR.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 403 APRUEBA ADJUDICACION DE LAS LINEAS: ALTO DEL CARMEN HUASCOFREIRINA VALLENAR NORTE Y VALLENAR SUR DE LA LICITACION PUBLICA ID N102887120LQ22.SERVICIO DE MANTENIMIENTO Y CONTINGENCIAS DE REPARACIONES MENORES EN ESTABLECIMIENTOS EDUCACIONALES Y DEPENDENCIAS DEL SERVICIO LOCAL DE EDUCACION PUBLICA DE HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 394 APRUEBA MODIFICACION DE CONTRATO CORRESPONDIENTE A LA CONTRATACION DE PROYECTO ID 102887140LQ21.CONSERVACION LICEO JAPON HUASCO FNDR.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 386 APRUEBA CONTRATO DE SUMISTRO QUE ENMARCA EN EL PROCESO CORRESPONDIENTE A LA CONTRATACION CONVENIO INSUMOS ELECTRICOS ELECTRONICOS COMPUTACIONALES Y MUSICALES PARA E.E Y ADMINISTRACION SLEP HUASCO DERIVADO DE LICITACION PUBLICA ADJUDICADA MEDIANTE RESOLUCION EXENTA N325 DE FECHA 13 DE ABRIL DE 2022 CON EL PROVEEDOR SUCESION JULIO ALBERTO SALINAS ALDANA RUT N 53.823.9009.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 385 APRUEBA ADJUDICACION LICITACION PUBLICA ID 102887119LE22. CONVENIO CALZADO ESCOLAR SLEPH.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 383 APRUEBA ADJUDICACION LICITACION PUBLICA ID 102887114LQ22. CONVENIO UNIFORMES ESCOLARES E INSTITUCIONALES.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 382 APRUEBA ADJUDICACION LICITACION PUBLICA ID N 102887121LQ22. TRANSPORTE ESCOLAR ANO 2022 ESTABLECIMIENTOS EDUCACIONALES EXTRA SERVICIO LOCAL DE EDUCACION PUBLICA DEL HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 381 AUTORIZA COMPRA DIRECTA POR TITULARIDAD DE PROPIEDAD INTELECTUAL TALLER SOBRE LA OBRA LITERARIA YO ELIJO SALVAR CON LA FUNDACION SUMMER.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 377 APRUEBA BASES ADMINISTRATIVAS TECNICAS SUS ANEXOS Y LA COMISION EVALUADORA PARA EL PROCESO DE LICITACION SERVICIO DE SUMINISTRO PRODUCTOS TELAS MENAJE Y PAQUETERIA SLEPH PARA E.E. Y ADMINISTRACION SLEP HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 376 ADJUDICACION LICITACION PUBLICA ID 102887117LE22. SERVICIO AMPLIFICACION SLEP HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 369 APRUEBA ADJUDICACION DE LA LICITACION PUBLICA SERVICIO DE ASEO PARA LAS DEPENDENCIAS DEL SERVICIO LOCAL DE EDUCACION PUBLICA DE HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 356 APRUEBA ADJUDICACION LICITACION PUBLICA ID 102887111LQ2. CONVENIO DE INSUMOS DE TINTAS Y TONER.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 355 APRUEBA ADJUDICACION LICITACION PUBLICA ID N 10288717LQ22. CONSERVACION RICARDO CAMPILLAY HUASCO FNDR .;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 353 AUTORIZA TRATO DIRECTO POR ERVICIOS COMPLEMENTARIOS. GAS PARA BOMBONA.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 352 APRUEBA INFORME TECNICO Y TRATO O CONTRATACION DIRECTA EMPRESA CAS CHILE S.A.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 349 AUTORIZA TRATO DIRECTO POR SERVICIOS COMPLEMENTARIOS COMPRA DE GAS PARA BOMBONA.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 348 APRUEBA ADJUDICACION LICITACION PUBLICA ID 102887116LE22. SERVICIO DE EVALUACION DE LECTURA COMPRENSIVA.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 329 APRUEBA ADJUDICACION LICITACION PUBLICA ID 102887113LE22. CONVENIO BANQUETRIA SLEP HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 327 APRUEBA ADJUDICACION LICITACION PUBLICA ID N 10288719LE22. SERVICIO TRASLADO BIENES E INSUMOS A E.E. Y DEPENDENCIAS DEL SLEP HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 326 APRUEBA BASES ADMINISTRATIVAS TECNICAS Y SUS ANEXOS PARA LA CONTRATACION TRANSPORTE ESCOLAR 2022 E.E. EXTRAPROVINCIA DEL HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 325 APRUEBA ADJUDICACION LICITACION PUBLICA ID 102887112LQ22 INSUMOS ELECTRICOS ELECTRONICOS COMPUTACIONALES Y MUSICALES.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 315 APRUEBA MODIFICACION DE CONTRATO POR AUMENTO POR AUMENTO Y DISMINUCION DE PARTIDAS EJECUCION DE OBRAS EXTRAORDINARIAS Y AUMENTO DE PLAZO QUE SE ENMARCA EN EL PROCESO DE LICITACION CONSERVACION LICEO TECNICO BICENTENARIO ALTO DEL CARMEN ID 102887114LR21.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 312 APRUEBA BASES ADMINISTRATIVAS TECNICAS SUS ANEXOS Y LA COMISION EVALUADORA PARA LA CONTRATACION SERVICIO DE MANTENIMIENTO Y CONTINGENCIAS DE REPARACIONES MENORES EN ESTABLECIMIENTOS EDUCACIONALES Y DEPENDENCIAS DEL SERVICIO LOCAL DE EDUCACION PUBLICA DE HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 306 APRUEBA BASES ADMINISTRATIVAS TECNICAS SUS ANEXOS Y LA COMISION EVALUADORA PARA EL PROCESO DE LICITACION CALZADO ESCOLAR PARA LOS ESTABLECIMIENTOS EDUCACIONES Y OFICINAS SLEPH.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 305 APRUEBA BASES ADMINISTRATIVAS TECNICAS SUS ANEXOS Y LA COMISION EVALUADORA PARA EL PROCESO DE LICITACION SERVICIO DE AMPLIFICACION SLEPH PARA E.E. Y ADMINISTRACION SLEP HUASCO .;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 290 DISPONE LLAMADO A LICITACION PUBLICA Y APRUEBA LAS BASES ADMINISTRATIVAS TECNICAS SUS ANEXOS Y COMISION EVALUADORA PARA CONTRATAR EL SERVICIO DE ASESORIA EN EVALUACION DE LECTURA COMPRENSIVA PARA LOS SEGUNDOS ANOS BASICOS DE LOS ESTABLECIMIENTOS EDUCACIONALES DEPENDIENTES DEL SERVICIO LOCAL DE EDUCACION PUBLICA HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 289 APRUEBA CONTRATO DE ARRIENDO DE SERVICIOS QUE SE ENMARCA EN EL PROCESO CORRESPONDIENTE A LA CONTRATACION DIRECTA SERVICIOS DE ARRIENDO DE IMPRESORAS DERIVADO DE TRATO DIRECTO APROBADO MEDIANTE RESOLUCION EXENTA N214 DE FECHA 25 DE FEBRERO DE 2022 CON EL PROVEEDOR COMERCIAL MATCH POINT SPA RUT N78.433.600K.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 287 APRUEBA ADJUDICACION LICITACION PUBLICA ID N10288718LE22. EVALUACION Y CONTROL MEDICO DE ESPECIALIDADES EN NEUROLOGIA INFANTO JUVENIL Y PEDIATRIA (O MEDICINA FAMILIAR) PARA ALUMNOS DE LOS ESTABLECIMIENTOS EDUCACIONALES DEL SERVICIO LOCAL DE EDUCACION PUBLICA HUASCO ANO 2022;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 283 APRUEBA BASES ADMINISTRATIVAS TECNICAS SUS ANEXOS Y LA COMISION EVALUADORA PARA EL PROCESO DE LICITACION UNIFORMES ESCOLARES E INSTITUCIONALES.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 262 APRUEBA BASES ADMINISTRATIVAS TECNICAS SUS ANEXOS Y LA COMISION EVALUADORA PARA EL PROCESO DE LICITACION BANQUETERIA SLEPH PARA E.E. Y ADMINISTRACION SLEP HUASCO .;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 248 APRUEBA TRATO O CONTRACION DIRECTA DERIVADA DE LA NO ADJUDICACION DE RECORRIDOS EN LICITACION ID N10288714LP22. TRANSPORTE ESCOLAR 1ER SEM ANO 2022. PROVINCIA DEL HUASCO: POLITECNICO BICENTENARIO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 247 APRUEBA TRATO O CONTRACION DIRECTA DERIVADA DE LA NO ADJUDICACION ID N10288713LP22 RECORRIDOS EN LICITACION PUBLICA PARA EL TRANSPORTE ESCOLAR 1ER SEM VALLENAR;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 247 APRUEBA TRATO O CONTRACION DIRECTA DERIVADA DE LA NO ADJUDICACION ID N10288713LP22. RECORRIDOS EN LICITACION PUBLICA PARA EL TRANSPORTE ESCOLAR 1ER SEM VALLENAR;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 247 APRUEBA TRATO O CONTRACION DIRECTA DERIVADA DE LA NO ADJUDICACION DE RECORRIDOS EN LICITACION PUBLICA ID N10288713LP22 (VALL) TRANSPORTE ESCOLAR 1ER SEM ANO 2022 PROVINCIA DEL HUASCO VALLENAR;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 246 APRUEBA TRATO O CONTRACION DIRECTA DERIVADA DE LA NO ADJUDICACION DE RECORRIDOS EN LICITACIONES PUBLICAS EL TRANSPORTE ESCOLAR 1ER SEM ANO 2022 PROVINCIA DEL HUASCO ALTO DEL CARMEN;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 246 APRUEBA TRATO O CONTRACION DIRECTA DERIVADA DE LA NO ADJUDICACION DE RECORRIDOS EN LICITACIONES PUBLICAS ID N10288715LP22 EL TRANSPORTE ESCOLAR 1ER SEM ANO 2022 PROVINCIA DEL HUASCO ALTO DEL CARMEN.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 245 APRUEBA TRATO O CONTRACION DIRECTA DERIVADA DE LA NO ADJUDICACION DE RECORRIDOS EN LICITACIONES PUBLICAS ID N10288712LP22 TRANSPORTE ESCOLAR 1ER SEM ANO 2022 PROVINCIA DEL HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 237 APRUEBA BASES ADMINISTRATIVAS TECNICAS SUS ANEXOS Y LA COMISION EVALUADORA PARA EL PROCESO DE LICITACION INSUMOS ELECTRICOS ELECTRONICOS COMPUTACIONALES Y MUSICALES PARA E.E. Y ADMINISTRACIO SLEP HUASCO .;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 236 APRUEBA BASES ADMINISTRATIVAS TECNICAS SUS ANEXOS Y LA COMISION EVALUADORA PARA EL PROCESO DE LICITACION INSUMOS DE TINTAS Y TONER PARA TODOS LOS ESTABLECIMIENTOS EDUCACIONALES JARDINES INFANTILES VTF DE LA PROVINCIA DEL HUASCO Y OTRAS DEPENDENCIAS DEL SERVICIO LOCAL DE EDUCACION PUBLICA DE HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 235 APRUEBA BASES ADMINISTRATIVAS TECNICAS Y SUS ANEXOS PARA LA CONTRATACION SERVICIO DE TRASLADO DE BIENES E INSUMOS PARA E.E. Y DEPENDENCIAS DEL SLEP HUASCO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 230 APRUEBA ADJUDICACION LICITACION PUBLICA ID N 10288712LP22 TRANSPORTE ESCOLAR ANO 2022 ESTABLECIMIENTOS EDUCACIONALES DE HUASCO FREIRINA SERVICIO LOCAL DE EDUCACION PUBLICA DEL HUASCO .;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 229 APRUEBA ADJUDICACION LICITACION PUBLICA ID N 10288714LP22 TRANSPORTE ESCOLAR 2022 POLITECNICOBICENTENARIO.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 228 APRUEBA ADJUDICACION LICITACION PUBLICA ID N 10288713LP22 TRANSPORTE ESCOLAR 2022 E.E. COMUNA DE VALLENAR.;Si
AJ019;12-09-2022;Resolucion Exenta;<class 'str'>;2022 RES 227 APRUEBA ADJUDICACION LICITACION PUBLICA ID N 10288715LP22 TRANSPORTE ESCOLAR ANO 2022 E.E. COMUNA AC .;Si
